time,gFx,gFy,gFz,TgF
0.0040,0.1024,0.6086,0.7586,0.978
0.0120,0.1019,0.6161,0.7799,0.999
0.0230,0.1119,0.6230,0.7701,0.997
0.0290,0.1158,0.6254,0.7506,0.984
0.0450,0.1046,0.6257,0.7474,0.980
0.0490,0.1029,0.6183,0.7608,0.986
0.0790,0.0880,0.6117,0.7799,0.995
0.0810,0.0919,0.6049,0.7894,0.999
0.0810,0.0989,0.6000,0.7860,0.994
0.0960,0.0994,0.5937,0.7652,0.974
0.1090,0.0948,0.6027,0.7454,0.963
0.1100,0.0840,0.5986,0.7254,0.944
0.1290,0.0687,0.5959,0.7217,0.938
0.1310,0.0501,0.5910,0.7320,0.942
0.1440,0.0349,0.5783,0.7581,0.954
0.1820,0.0337,0.5763,0.7765,0.968
0.1830,0.0415,0.5756,0.7826,0.972
0.1830,0.0484,0.5822,0.7860,0.979
0.1840,0.0611,0.5832,0.7843,0.979
0.1930,0.0616,0.5819,0.7686,0.966
0.2050,0.0542,0.5824,0.7513,0.952
0.2120,0.0472,0.5839,0.7511,0.952
0.2300,0.0445,0.5758,0.7576,0.953
0.2330,0.0349,0.5709,0.7750,0.963
0.2480,0.0447,0.5700,0.8077,0.990
0.2630,0.0430,0.5695,0.8234,1.002
0.2640,0.0450,0.5663,0.8436,1.017
0.2740,0.0537,0.5700,0.8202,1.000
0.2850,0.0574,0.5753,0.8041,0.990
0.3130,0.0493,0.5687,0.7936,0.978
0.3140,0.0208,0.5692,0.7701,0.958
0.3250,0.0137,0.5636,0.7650,0.950
0.3250,0.0230,0.5665,0.7760,0.961
0.3350,0.0362,0.5724,0.8094,0.992
0.3480,0.0557,0.5707,0.8324,1.011
0.3820,0.0745,0.5731,0.8414,1.021
0.3840,0.0713,0.5763,0.8554,1.034
0.3850,0.1063,0.5580,0.9013,1.065
0.3930,0.3364,0.5582,1.1515,1.323
0.3970,0.0711,0.5986,0.8986,1.082
0.4070,-0.0088,0.6359,0.8187,1.037
0.4290,0.0217,0.6059,0.7750,0.984
0.4310,0.0364,0.5780,0.7266,0.929
0.4390,0.0257,0.5846,0.7274,0.934
0.4470,0.0308,0.6049,0.7393,0.956
0.4760,0.0564,0.5995,0.7728,0.980
0.4770,0.0474,0.5898,0.7833,0.982
0.4780,0.0391,0.5793,0.7936,0.983
0.4880,0.0315,0.5692,0.7967,0.980
0.4970,0.0225,0.5641,0.8014,0.980
0.5080,0.0188,0.5604,0.7982,0.975
0.5310,0.0359,0.5607,0.8043,0.981
0.5320,0.0520,0.5639,0.8092,0.988
0.5390,0.0555,0.5646,0.7994,0.980
0.5480,0.0381,0.5626,0.7906,0.971
0.5800,-0.0230,0.5558,0.7992,0.974
0.5810,0.0305,0.5487,0.8085,0.978
0.5820,0.0410,0.5502,0.8085,0.979
0.5930,0.0337,0.5626,0.7997,0.978
0.6000,0.0279,0.5763,0.7987,0.985
0.6110,0.0252,0.5741,0.7958,0.982
0.6210,0.0322,0.5617,0.7855,0.966
0.6300,0.0562,0.5565,0.7784,0.959
0.6500,0.0660,0.5731,0.7838,0.973
0.6510,0.0713,0.5888,0.7906,0.988
0.6600,0.0726,0.5697,0.8099,0.993
0.6870,0.0931,0.5673,0.8390,1.017
0.6880,0.0650,0.5665,0.8546,1.027
0.6910,0.0442,0.5595,0.8454,1.015
0.7040,0.0430,0.5534,0.8314,1.000
0.7120,0.0577,0.5580,0.8309,1.003
0.7230,0.0579,0.5607,0.8285,1.002
0.7330,0.0496,0.5612,0.8375,1.009
0.7470,0.0577,0.5617,0.8539,1.024
0.7840,0.0540,0.5690,0.8629,1.035
0.7860,0.0493,0.5714,0.8693,1.041
0.7870,0.0474,0.5709,0.8568,1.031
0.7880,0.0450,0.5575,0.8353,1.005
0.7950,0.0535,0.5526,0.8185,0.989
0.8040,0.0545,0.5499,0.7940,0.967
0.8150,0.0618,0.5514,0.7713,0.950
0.8250,0.0616,0.5568,0.7535,0.939
0.8460,0.0579,0.5651,0.7449,0.937
0.8470,0.0547,0.5634,0.7498,0.939
0.8920,0.0625,0.5709,0.7552,0.949
0.8930,0.0474,0.5504,0.7701,0.948
0.8930,0.0506,0.5514,0.7735,0.951
0.8940,0.0457,0.5455,0.7882,0.960
0.8970,0.0472,0.5541,0.7701,0.950
0.9060,0.0515,0.5558,0.7738,0.954
0.9220,0.0513,0.5534,0.7801,0.958
0.9270,0.0530,0.5636,0.7804,0.964
0.9390,0.0643,0.5673,0.7887,0.974
0.9480,0.0655,0.5734,0.7994,0.986
0.9640,0.0679,0.5793,0.8065,0.995
1.0080,0.0679,0.5785,0.8219,1.007
1.0100,0.0687,0.5797,0.8231,1.009
1.0100,0.0601,0.5758,0.8187,1.003
1.0110,0.0647,0.5727,0.8121,0.996
1.0120,0.0696,0.5727,0.7977,0.984
1.0220,0.0708,0.5876,0.7911,0.988
1.0310,0.0816,0.5932,0.7872,0.989
1.0410,0.0828,0.5951,0.7882,0.991
1.0660,0.0540,0.5861,0.8155,1.006
1.0670,0.0308,0.5795,0.8300,1.013
1.1020,0.0254,0.5861,0.8478,1.031
1.1040,0.0271,0.5866,0.8495,1.033
1.1040,0.0208,0.5900,0.8358,1.023
1.1050,0.0222,0.5849,0.8173,1.005
1.1130,0.0210,0.5915,0.8060,1.000
1.1230,0.0149,0.5890,0.7970,0.991
1.1340,0.0081,0.5910,0.7914,0.988
1.1520,0.0139,0.5863,0.7909,0.985
1.1540,0.0178,0.5858,0.7997,0.991
1.1650,0.0254,0.5846,0.8175,1.005
1.1910,0.0232,0.5773,0.8317,1.013
1.1920,0.0237,0.5685,0.8422,1.016
1.1960,0.0305,0.5680,0.8429,1.017
1.2070,0.0415,0.5646,0.8456,1.018
1.2180,0.0645,0.5819,0.8458,1.029
1.2260,0.0816,0.5751,0.8160,1.002
1.2470,0.0836,0.5695,0.7950,0.982
1.2480,0.0684,0.5697,0.7804,0.969
1.2840,0.0599,0.5719,0.7850,0.973
1.2850,0.0498,0.5678,0.7821,0.968
1.2860,0.0511,0.5668,0.7872,0.971
1.2870,0.0484,0.5639,0.7936,0.975
1.2980,0.0574,0.5626,0.7933,0.974
1.3090,0.0577,0.5678,0.7967,0.980
1.3210,0.0537,0.5590,0.7931,0.972
1.3300,0.0540,0.5607,0.7938,0.973
1.3390,0.0515,0.5578,0.7955,0.973
1.3500,0.0442,0.5578,0.7877,0.966
1.3670,0.0281,0.5634,0.7921,0.972
1.3710,0.0384,0.5541,0.7713,0.950
1.3800,0.0428,0.5568,0.7708,0.952
1.4120,0.0506,0.5648,0.7818,0.966
1.4130,0.0498,0.5519,0.7892,0.964
1.4140,0.0630,0.5560,0.7953,0.972
1.4250,0.0450,0.5543,0.8009,0.975
1.4360,0.0428,0.5609,0.8050,0.982
1.4420,0.0518,0.5524,0.8002,0.974
1.4640,0.0428,0.5609,0.7872,0.968
1.4660,0.0530,0.5570,0.7972,0.974
1.5000,0.0450,0.5717,0.7811,0.969
1.5020,0.0347,0.5673,0.7755,0.961
1.5030,0.0293,0.5722,0.7809,0.968
1.5040,0.0308,0.5641,0.8070,0.985
1.5160,0.0369,0.5717,0.8170,0.998
1.5250,0.0381,0.5736,0.8256,1.006
1.5460,0.0432,0.5756,0.8268,1.008
1.5470,0.0384,0.5771,0.8243,1.007
1.5810,0.0454,0.5741,0.8265,1.007
1.5820,0.0515,0.5736,0.8283,1.009
1.5830,0.0498,0.5805,0.8253,1.010
1.5930,0.0552,0.5846,0.8187,1.008
1.5960,0.0537,0.5846,0.8068,0.998
1.6060,0.0533,0.5797,0.7919,0.983
1.6170,0.0525,0.5790,0.7787,0.972
1.6260,0.0474,0.5795,0.7647,0.961
1.6470,0.0384,0.5788,0.7686,0.963
1.6470,0.0410,0.5751,0.7855,0.974
1.6600,0.0391,0.5729,0.8028,0.987
1.6660,0.0418,0.5727,0.8077,0.991
1.7030,0.0498,0.5636,0.7994,0.979
1.7040,0.0557,0.5678,0.7892,0.974
1.7050,0.0266,0.5621,0.7989,0.977
1.7080,0.0244,0.5626,0.8016,0.980
1.7210,0.0232,0.5690,0.8209,0.999
1.7280,0.0340,0.5582,0.8312,1.002
1.7390,0.0415,0.5690,0.8170,0.996
1.7490,0.0362,0.5656,0.8116,0.990
1.7670,0.0415,0.5636,0.8246,1.000
1.7710,0.0398,0.5661,0.8378,1.012
1.7790,0.0379,0.5663,0.8480,1.020
1.8080,0.0371,0.5646,0.8334,1.007
1.8090,0.0369,0.5641,0.8234,0.999
1.8090,0.0442,0.5705,0.8180,0.998
1.8210,0.0567,0.5687,0.8075,0.989
1.8310,0.0535,0.5741,0.8009,0.987
1.8460,0.0467,0.5702,0.8024,0.985
1.8500,0.0555,0.5712,0.8104,0.993
1.8810,0.0606,0.5744,0.8129,0.997
1.8830,0.0547,0.5731,0.8028,0.988
1.8850,0.0386,0.5758,0.8038,0.990
1.8930,0.0364,0.5712,0.8160,0.997
1.9050,0.0398,0.5656,0.8192,0.996
1.9130,0.0332,0.5714,0.8072,0.990
1.9240,0.0271,0.5741,0.7982,0.984
1.9450,0.0274,0.5861,0.8148,1.004
1.9470,0.0315,0.5844,0.8080,0.998
1.9880,0.0344,0.5763,0.7767,0.968
1.9900,0.0445,0.5761,0.7789,0.970
1.9910,0.0354,0.5731,0.7879,0.975
1.9920,0.0188,0.5741,0.7777,0.967
1.9960,0.0129,0.5722,0.7723,0.961
2.0070,0.0100,0.5756,0.7899,0.977
2.0170,0.0056,0.5697,0.8075,0.988
2.0270,0.0139,0.5648,0.8256,1.000
2.0460,0.0120,0.5685,0.8063,0.987
2.0480,0.0227,0.5705,0.7921,0.976
2.0840,0.0296,0.5634,0.7757,0.959
2.0860,0.0340,0.5643,0.7765,0.960
2.0870,0.0352,0.5673,0.7684,0.956
2.0880,0.0396,0.5695,0.7806,0.967
2.0990,0.0484,0.5680,0.7882,0.973
2.1090,0.0393,0.5712,0.7970,0.981
2.1180,0.0315,0.5702,0.7997,0.983
2.1280,0.0340,0.5722,0.8024,0.986
2.1450,0.0364,0.5658,0.8021,0.982
2.1510,0.0349,0.5709,0.8043,0.987
2.1870,0.0369,0.5668,0.8019,0.983
2.1880,0.0337,0.5683,0.8077,0.988
2.1880,0.0279,0.5731,0.8168,0.998
2.1960,0.0293,0.5758,0.8204,1.003
2.2000,0.0227,0.5758,0.8209,1.003
2.2100,0.0151,0.5741,0.8058,0.990
2.2230,0.0205,0.5756,0.7977,0.984
2.2310,0.0242,0.5793,0.7970,0.986
2.2400,0.0428,0.5819,0.7838,0.977
2.2640,0.0344,0.5822,0.7642,0.961
2.2650,0.0166,0.5812,0.7867,0.978
2.3070,0.0068,0.5844,0.8002,0.991
2.3080,0.0156,0.5705,0.8219,1.001
2.3090,0.0166,0.5680,0.8405,1.015
2.3100,0.0254,0.5570,0.8471,1.014
2.3120,0.0342,0.5600,0.8331,1.004
2.3240,0.0557,0.5563,0.8024,0.978
2.3340,0.0591,0.5636,0.7774,0.962
2.3480,0.0518,0.5636,0.7784,0.962
2.3850,0.0550,0.5668,0.7867,0.971
2.3860,0.0423,0.5631,0.8004,0.980
