time,gFx,gFy,gFz,TgF
0.0050,0.1717,0.6838,0.7906,1.059
0.0230,0.2206,0.7285,0.8121,1.113
0.0250,0.2472,0.7696,0.7787,1.122
0.0380,0.2558,0.7801,0.7642,1.122
0.0390,0.2257,0.7459,0.7545,1.085
0.0520,0.1610,0.6887,0.7015,0.996
0.0580,0.0880,0.6489,0.6682,0.936
0.0680,0.0450,0.6252,0.6900,0.932
0.0910,0.0296,0.6093,0.7154,0.940
0.0920,0.0098,0.5954,0.7274,0.940
0.0980,-0.0393,0.6012,0.7144,0.935
0.1090,-0.0577,0.5910,0.7115,0.927
0.1240,-0.0779,0.5766,0.7098,0.918
0.1350,-0.0840,0.5602,0.7166,0.913
0.1380,-0.0735,0.5578,0.7454,0.934
0.1490,-0.0584,0.5685,0.7657,0.955
0.1590,-0.0425,0.5773,0.7721,0.965
0.1690,-0.0450,0.5775,0.7625,0.958
0.1880,-0.0562,0.5766,0.7486,0.947
0.1890,-0.0721,0.5665,0.7342,0.930
0.1990,-0.0721,0.5573,0.7313,0.922
0.2090,-0.0518,0.5563,0.7325,0.921
0.2210,-0.0217,0.5692,0.7506,0.942
0.2320,0.0064,0.5861,0.7611,0.961
0.2390,0.0396,0.6039,0.7813,0.988
0.2570,0.0799,0.6230,0.8048,1.021
0.2610,0.0889,0.6332,0.8221,1.042
0.2740,0.0980,0.6423,0.8173,1.044
0.2800,0.0816,0.6477,0.7882,1.023
0.2900,0.1417,0.6770,0.8427,1.090
0.3070,0.1617,0.6911,0.8730,1.125
0.3100,0.1463,0.6867,0.8461,1.099
0.3200,0.1126,0.6648,0.7994,1.046
0.3480,0.0696,0.6459,0.7493,0.992
0.3490,0.0564,0.6437,0.7061,0.957
0.3500,0.0467,0.6328,0.7081,0.951
0.3620,0.0589,0.6386,0.7034,0.952
0.3690,0.0665,0.6391,0.7071,0.955
0.3880,0.0811,0.6381,0.7542,0.991
0.3900,0.1043,0.5995,0.7427,0.960
0.4120,0.1043,0.5995,0.7427,0.960
0.4130,0.0989,0.5768,0.7002,0.913
0.4200,0.0594,0.5472,0.7210,0.907
0.4380,0.0188,0.5265,0.8224,0.977
0.4410,0.0046,0.5458,0.8835,1.038
0.4540,-0.0115,0.5509,0.8984,1.054
0.4710,0.0340,0.5868,0.8498,1.033
