time,gFx,gFy,gFz,TgF
0.0030,-0.0413,0.3396,0.9409,1.001
0.0030,-0.0344,0.3450,0.9541,1.015
0.0130,-0.0369,0.3425,0.9526,1.013
0.0280,-0.0344,0.3384,0.9489,1.008
0.0430,-0.0283,0.3335,0.9441,1.002
0.0440,-0.0276,0.3335,0.9387,0.997
0.0550,-0.0288,0.3362,0.9230,0.983
0.0640,-0.0208,0.3472,0.9223,0.986
0.0740,-0.0269,0.3401,0.9235,0.985
0.0860,-0.0247,0.3496,0.9294,0.993
0.0940,-0.0254,0.3442,0.9343,0.996
0.1040,-0.0247,0.3367,0.9333,0.992
0.1150,-0.0286,0.3396,0.9382,0.998
0.1290,-0.0320,0.3415,0.9436,1.004
0.1360,-0.0296,0.3408,0.9463,1.006
0.1450,-0.0374,0.3418,0.9384,0.999
0.1550,-0.0337,0.3371,0.9255,0.986
0.1650,-0.0376,0.3398,0.9260,0.987
0.1750,-0.0242,0.3391,0.9401,1.000
0.1860,-0.0257,0.3345,0.9355,0.994
0.1960,-0.0359,0.3342,0.9328,0.992
0.2050,-0.0366,0.3389,0.9282,0.989
0.2160,-0.0344,0.3384,0.9204,0.981
0.2300,-0.0303,0.3354,0.9184,0.978
0.2360,-0.0322,0.3415,0.9233,0.985
0.2450,-0.0310,0.3454,0.9318,0.994
0.2560,-0.0359,0.3396,0.9445,1.004
0.2660,-0.0259,0.3391,0.9475,1.007
0.2760,-0.0279,0.3506,0.9431,1.007
0.2860,-0.0340,0.3420,0.9467,1.007
0.2970,-0.0344,0.3359,0.9463,1.005
0.3070,-0.0330,0.3408,0.9419,1.002
0.3300,-0.0366,0.3364,0.9343,0.994
0.3320,-0.0320,0.3320,0.9333,0.991
0.3380,-0.0288,0.3381,0.9260,0.986
0.3470,-0.0325,0.3389,0.9204,0.981
0.3580,-0.0418,0.3450,0.9274,0.990
0.3690,-0.0340,0.3403,0.9270,0.988
0.3780,-0.0310,0.3403,0.9340,0.995
0.3890,-0.0327,0.3428,0.9406,1.002
0.3980,-0.0376,0.3403,0.9521,1.012
0.4080,-0.0430,0.3411,0.9375,0.998
0.4290,-0.0401,0.3374,0.9294,0.990
0.4300,-0.0393,0.3413,0.9230,0.985
0.4400,-0.0425,0.3352,0.9274,0.987
0.4480,-0.0450,0.3389,0.9216,0.983
0.4580,-0.0423,0.3318,0.9206,0.979
0.4690,-0.0445,0.3396,0.9277,0.989
0.4780,-0.0393,0.3430,0.9340,0.996
0.4890,-0.0379,0.3425,0.9431,1.004
0.4990,-0.0347,0.3452,0.9533,1.015
0.5080,-0.0501,0.3425,0.9453,1.007
0.5300,-0.0401,0.3425,0.9377,0.999
0.5310,-0.0418,0.3420,0.9377,0.999
0.5400,-0.0413,0.3428,0.9284,0.991
0.5490,-0.0393,0.3437,0.9194,0.982
0.5600,-0.0396,0.3406,0.9284,0.990
0.5700,-0.0342,0.3349,0.9340,0.993
0.5800,-0.0437,0.3401,0.9379,0.999
0.5900,-0.0391,0.3413,0.9309,0.992
0.6030,-0.0511,0.3359,0.9216,0.982
0.6100,-0.0496,0.3408,0.9186,0.981
0.6300,-0.0437,0.3420,0.9223,0.985
0.6300,-0.0408,0.3469,0.9240,0.988
0.6410,-0.0403,0.3445,0.9306,0.993
0.6530,-0.0450,0.3459,0.9304,0.994
0.6600,-0.0435,0.3457,0.9379,1.001
0.6710,-0.0474,0.3389,0.9441,1.004
0.6810,-0.0496,0.3411,0.9387,1.000
0.6910,-0.0447,0.3440,0.9301,0.993
0.7080,-0.0428,0.3386,0.9311,0.992
0.7120,-0.0425,0.3476,0.9304,0.994
0.7230,-0.0396,0.3393,0.9289,0.990
0.7320,-0.0418,0.3437,0.9355,0.998
0.7420,-0.0398,0.3481,0.9350,0.999
0.7550,-0.0435,0.3472,0.9362,0.999
0.7620,-0.0435,0.3472,0.9362,0.999
0.7730,-0.0406,0.3479,0.9311,0.995
0.7820,-0.0362,0.3440,0.9133,0.977
0.7920,-0.0410,0.3464,0.9111,0.976
0.8080,-0.0330,0.3474,0.9145,0.979
0.8130,-0.0386,0.3513,0.9287,0.994
0.8230,-0.0386,0.3513,0.9287,0.994
0.8330,-0.0401,0.3479,0.9274,0.991
0.8420,-0.0408,0.3498,0.9304,0.995
0.8530,-0.0437,0.3425,0.9406,1.002
0.8630,-0.0450,0.3484,0.9426,1.006
0.8730,-0.0518,0.3484,0.9416,1.005
0.8830,-0.0442,0.3442,0.9372,0.999
0.8920,-0.0445,0.3459,0.9345,0.997
0.9090,-0.0430,0.3481,0.9272,0.991
0.9130,-0.0384,0.3450,0.9260,0.989
0.9230,-0.0344,0.3472,0.9191,0.983
0.9360,-0.0264,0.3454,0.9177,0.981
0.9420,-0.0283,0.3503,0.9128,0.978
0.9540,-0.0308,0.3457,0.9103,0.974
0.9630,-0.0369,0.3437,0.9155,0.979
0.9730,-0.0357,0.3406,0.9199,0.982
0.9840,-0.0362,0.3420,0.9323,0.994
0.9930,-0.0330,0.3464,0.9397,1.002
1.0180,-0.0325,0.3428,0.9375,0.999
1.0200,-0.0325,0.3428,0.9375,0.999
1.0280,-0.0222,0.3447,0.9233,0.986
1.0360,-0.0266,0.3411,0.9208,0.982
1.0430,-0.0325,0.3452,0.9248,0.988
1.0550,-0.0349,0.3401,0.9248,0.986
1.0630,-0.0337,0.3469,0.9196,0.983
1.0750,-0.0327,0.3430,0.9206,0.983
1.0850,-0.0252,0.3479,0.9279,0.991
1.0940,-0.0264,0.3513,0.9343,0.998
1.1030,-0.0320,0.3467,0.9375,1.000
1.1130,-0.0423,0.3489,0.9528,1.016
1.1260,-0.0572,0.3435,0.9406,1.003
1.1370,-0.0508,0.3462,0.9321,0.996
1.1450,-0.0379,0.3523,0.9204,0.986
1.1540,-0.0310,0.3562,0.9184,0.986
1.1650,-0.0342,0.3589,0.9262,0.994
1.1750,-0.0318,0.3545,0.9335,0.999
1.1860,-0.0237,0.3555,0.9348,1.000
1.1960,-0.0296,0.3523,0.9482,1.012
1.2050,-0.0396,0.3411,0.9470,1.007
1.2170,-0.0386,0.3462,0.9441,1.006
1.2260,-0.0371,0.3442,0.9355,0.998
1.2370,-0.0420,0.3496,0.9267,0.991
1.2480,-0.0371,0.3406,0.9265,0.988
1.2580,-0.0332,0.3491,0.9296,0.994
1.2700,-0.0337,0.3528,0.9272,0.993
1.2780,-0.0332,0.3540,0.9265,0.992
