time,gFx,gFy,gFz,TgF
0.0030,0.0010,0.3159,0.9480,0.999
0.0100,0.0200,0.3205,0.9582,1.011
0.0210,0.0147,0.3086,0.9612,1.010
0.0640,0.0171,0.3044,0.9590,1.006
0.0650,0.0164,0.3044,0.9582,1.006
0.0660,0.0159,0.3068,0.9558,1.004
0.0670,0.0125,0.3093,0.9419,0.991
0.0730,-0.0020,0.3081,0.9262,0.976
0.0830,-0.0073,0.3039,0.9248,0.973
0.0970,-0.0034,0.3042,0.9350,0.983
0.1000,-0.0024,0.3110,0.9221,0.973
0.1140,0.0000,0.3108,0.9423,0.992
0.1220,-0.0002,0.3169,0.9511,1.003
0.1300,0.0054,0.3125,0.9487,0.999
0.1470,-0.0059,0.3147,0.9409,0.992
0.1510,-0.0071,0.3100,0.9399,0.990
0.1610,-0.0046,0.3127,0.9419,0.992
0.1730,-0.0002,0.3061,0.9397,0.988
0.1810,-0.0010,0.3130,0.9397,0.990
0.1920,-0.0046,0.3088,0.9353,0.985
0.2020,-0.0024,0.3032,0.9426,0.990
0.2120,0.0046,0.3093,0.9604,1.009
0.2230,0.0012,0.3064,0.9734,1.020
0.2320,-0.0071,0.3039,0.9734,1.020
0.2430,-0.0066,0.3051,0.9665,1.014
0.2520,-0.0134,0.3027,0.9536,1.001
0.2650,-0.0020,0.3022,0.9550,1.002
0.2730,-0.0037,0.3093,0.9533,1.002
0.2820,-0.0039,0.3081,0.9467,0.996
0.2930,0.0073,0.3088,0.9387,0.988
0.3040,0.0071,0.3105,0.9362,0.986
0.3130,-0.0012,0.3071,0.9370,0.986
0.3230,-0.0056,0.3029,0.9372,0.985
0.3340,-0.0093,0.3007,0.9443,0.991
0.3430,-0.0137,0.3046,0.9590,1.006
0.3550,-0.0078,0.3022,0.9621,1.009
0.3670,-0.0095,0.3027,0.9629,1.009
0.3740,-0.0076,0.3064,0.9565,1.004
0.3840,-0.0064,0.3022,0.9467,0.994
0.3950,-0.0100,0.3012,0.9504,0.997
0.4080,-0.0083,0.3064,0.9404,0.989
0.4150,-0.0056,0.3005,0.9313,0.979
0.4250,-0.0083,0.3037,0.9318,0.980
0.4360,-0.0071,0.3117,0.9394,0.990
0.4450,-0.0098,0.3127,0.9426,0.993
0.4680,-0.0015,0.3073,0.9538,1.002
0.4690,-0.0066,0.3103,0.9712,1.020
0.4760,-0.0098,0.3073,0.9700,1.018
0.4860,-0.0186,0.2976,0.9624,1.008
0.5020,-0.0107,0.3012,0.9560,1.002
0.5070,-0.0129,0.3007,0.9497,0.996
0.5160,-0.0076,0.3073,0.9431,0.992
0.5270,-0.0064,0.3056,0.9438,0.992
0.5370,-0.0017,0.3125,0.9419,0.992
0.5470,-0.0068,0.3156,0.9465,0.998
0.5710,-0.0017,0.3076,0.9536,1.002
0.5730,-0.0103,0.3152,0.9514,1.002
0.5780,0.0017,0.3100,0.9602,1.009
0.5870,0.0022,0.3132,0.9734,1.023
0.5970,-0.0024,0.3093,0.9721,1.020
0.6080,-0.0051,0.3076,0.9680,1.016
0.6180,-0.0046,0.3056,0.9519,1.000
0.6280,-0.0132,0.3081,0.9431,0.992
0.6390,-0.0095,0.3064,0.9389,0.988
0.6500,-0.0112,0.3044,0.9360,0.984
0.6590,-0.0107,0.3025,0.9348,0.983
0.6700,-0.0144,0.3000,0.9416,0.988
0.6840,-0.0154,0.3037,0.9399,0.988
0.6920,-0.0088,0.3044,0.9338,0.982
0.7000,-0.0086,0.3095,0.9467,0.996
0.7090,-0.0093,0.3122,0.9502,1.000
0.7200,-0.0134,0.3183,0.9431,0.995
0.7300,-0.0083,0.3171,0.9460,0.998
0.7420,-0.0088,0.3152,0.9406,0.992
0.7510,-0.0139,0.3061,0.9406,0.989
0.7600,-0.0154,0.3020,0.9475,0.995
0.7700,-0.0034,0.3095,0.9524,1.001
0.7810,-0.0117,0.3115,0.9507,1.000
0.7920,0.0024,0.3088,0.9475,0.997
0.8020,-0.0010,0.3012,0.9438,0.991
0.8120,-0.0139,0.2968,0.9475,0.993
0.8210,-0.0127,0.2939,0.9492,0.994
0.8320,-0.0054,0.2993,0.9423,0.989
0.8410,-0.0059,0.3032,0.9450,0.992
0.8520,-0.0049,0.3049,0.9460,0.994
0.8610,-0.0098,0.3064,0.9406,0.989
0.8710,-0.0068,0.3083,0.9392,0.989
0.8820,-0.0078,0.3125,0.9397,0.990
0.8920,-0.0142,0.3161,0.9411,0.993
0.9030,-0.0095,0.3108,0.9470,0.997
0.9120,-0.0171,0.3117,0.9519,1.002
0.9230,-0.0086,0.3034,0.9521,0.999
0.9330,-0.0122,0.3003,0.9550,1.001
0.9420,-0.0083,0.3049,0.9602,1.007
0.9520,-0.0083,0.3042,0.9577,1.005
0.9620,-0.0147,0.3095,0.9560,1.005
0.9730,-0.0171,0.3054,0.9455,0.994
0.9830,-0.0195,0.3108,0.9375,0.988
0.9930,-0.0120,0.3083,0.9299,0.980
1.0030,-0.0208,0.3078,0.9326,0.982
1.0270,-0.0142,0.3049,0.9397,0.988
1.0280,-0.0149,0.3120,0.9355,0.986
1.0330,-0.0049,0.3051,0.9338,0.982
1.0450,-0.0090,0.3029,0.9497,0.997
1.0530,-0.0105,0.3068,0.9543,1.002
1.0650,-0.0117,0.3086,0.9485,0.997
1.0740,-0.0200,0.3095,0.9465,0.996
1.0840,-0.0213,0.3046,0.9340,0.983
1.0950,-0.0205,0.3105,0.9338,0.984
1.1040,-0.0117,0.3093,0.9292,0.979
1.1150,-0.0059,0.3095,0.9292,0.979
1.1250,-0.0154,0.3117,0.9304,0.981
1.1340,-0.0215,0.3098,0.9372,0.987
1.1450,-0.0254,0.3078,0.9485,0.997
1.1610,-0.0232,0.3110,0.9443,0.994
1.1650,-0.0161,0.3152,0.9355,0.987
1.1760,-0.0222,0.3159,0.9221,0.975
1.1860,-0.0213,0.3156,0.9279,0.980
1.1950,-0.0173,0.3183,0.9345,0.987
1.2070,-0.0239,0.3188,0.9458,0.998
1.2160,-0.0217,0.3191,0.9597,1.012
1.2260,-0.0191,0.3196,0.9695,1.021
1.2360,-0.0164,0.3191,0.9719,1.023
1.2470,-0.0171,0.3205,0.9656,1.018
1.2610,-0.0188,0.3178,0.9546,1.006
1.2660,-0.0183,0.3149,0.9480,0.999
1.2760,-0.0274,0.3169,0.9377,0.990
1.2870,-0.0276,0.3122,0.9265,0.978
1.2970,-0.0252,0.3134,0.9265,0.978
1.3080,-0.0181,0.3037,0.9177,0.967
1.3170,-0.0252,0.3095,0.9243,0.975
1.3270,-0.0208,0.3068,0.9323,0.982
1.3370,-0.0120,0.3112,0.9431,0.993
1.3470,-0.0183,0.3161,0.9516,1.003
1.3630,-0.0276,0.3154,0.9590,1.010
1.3680,-0.0232,0.3130,0.9516,1.002
1.3780,-0.0195,0.3171,0.9507,1.002
1.3910,-0.0166,0.3203,0.9587,1.011
1.3990,-0.0151,0.3213,0.9604,1.013
1.4100,-0.0161,0.3230,0.9607,1.014
1.4200,-0.0098,0.3200,0.9502,1.003
1.4300,-0.0164,0.3259,0.9353,0.991
1.4420,-0.0129,0.3310,0.9204,0.978
1.4500,-0.0044,0.3420,0.9155,0.977
1.4610,-0.0088,0.3472,0.9204,0.984
1.4700,0.0076,0.3430,0.8923,0.956
1.4810,0.0066,0.3489,0.8439,0.913
1.4920,-0.1803,0.3237,0.9778,1.046
1.5010,-0.0384,0.2592,0.9851,1.019
1.5110,0.0100,0.2658,1.0247,1.059
1.5210,-0.0388,0.3105,1.0450,1.091
1.5320,-0.0347,0.3112,1.0122,1.060
1.5410,-0.0125,0.3049,0.9963,1.042
1.5520,-0.0103,0.3088,0.9731,1.021
1.5630,-0.0151,0.3130,0.9365,0.988
1.5790,-0.0296,0.3112,0.9135,0.966
1.5820,-0.0252,0.3132,0.9086,0.961
1.5920,-0.0154,0.3127,0.9208,0.973
1.6020,-0.0213,0.3134,0.9265,0.978
1.6130,-0.0249,0.3090,0.9411,0.991
1.6240,-0.0244,0.3027,0.9502,0.998
1.6320,-0.0242,0.3039,0.9445,0.993
1.6460,-0.0166,0.3178,0.9357,0.988
1.6530,-0.0093,0.3225,0.9309,0.985
1.6630,-0.0066,0.3271,0.9265,0.983
1.6740,-0.0112,0.3276,0.9235,0.980
1.6830,-0.0117,0.3320,0.9250,0.983
1.6930,-0.0125,0.3325,0.9299,0.988
1.7050,-0.0164,0.3249,0.9419,0.996
1.7130,-0.0134,0.3208,0.9421,0.995
1.7240,-0.0232,0.3169,0.9419,0.994
1.7340,-0.0230,0.3181,0.9541,1.006
1.7440,-0.0237,0.3117,0.9577,1.007
1.7550,-0.0259,0.3112,0.9570,1.007
1.7650,-0.0288,0.3161,0.9509,1.002
1.7750,-0.0252,0.3210,0.9399,0.994
1.7840,-0.0227,0.3237,0.9355,0.990
1.7940,-0.0191,0.3208,0.9272,0.981
1.8050,-0.0205,0.3293,0.9221,0.979
1.8140,-0.0181,0.3252,0.9113,0.968
1.8240,-0.0215,0.3222,0.9015,0.958
1.8350,-0.0205,0.3149,0.9099,0.963
1.8450,-0.0286,0.3086,0.9289,0.979
1.8610,-0.0271,0.2978,0.9638,1.009
1.8650,-0.0279,0.2880,0.9863,1.028
1.8760,-0.0274,0.2968,0.9878,1.032
1.8850,-0.0222,0.3017,0.9702,1.016
1.8960,-0.0147,0.3049,0.9548,1.002
1.9070,-0.0100,0.3156,0.9223,0.975
1.9160,-0.0083,0.3196,0.8898,0.945
1.9260,-0.0103,0.3254,0.8632,0.923
1.9360,-0.0029,0.3235,0.8529,0.912
1.9460,-0.0098,0.3147,0.8656,0.921
1.9610,-0.0171,0.3076,0.9116,0.962
1.9660,-0.0374,0.2993,0.9631,1.009
1.9770,-0.0308,0.2888,0.9956,1.037
