time,gFx,gFy,gFz,TgF
0.0060,0.0586,0.5306,0.8444,0.999
0.0130,0.0669,0.5289,0.8471,1.001
0.0190,0.0755,0.5333,0.8434,1.001
0.0280,0.0762,0.5316,0.8324,0.991
0.0390,0.0679,0.5316,0.8300,0.988
0.0480,0.0677,0.5314,0.8397,0.996
0.0590,0.0743,0.5363,0.8412,1.000
0.0680,0.0655,0.5333,0.8363,0.994
0.0780,0.0596,0.5341,0.8331,0.991
0.0980,0.0633,0.5348,0.8348,0.993
0.0990,0.0613,0.5389,0.8456,1.005
0.1090,0.0608,0.5331,0.8353,0.993
0.1180,0.0633,0.5289,0.8317,0.988
0.1280,0.0498,0.5321,0.8248,0.983
0.1390,0.0577,0.5360,0.8327,0.992
0.1480,0.0596,0.5338,0.8378,0.995
0.1590,0.0515,0.5309,0.8285,0.985
0.1680,0.0479,0.5233,0.8173,0.972
0.1810,0.0586,0.5262,0.8185,0.975
0.1890,0.0616,0.5228,0.8170,0.972
0.1980,0.0628,0.5270,0.8190,0.976
0.2090,0.0672,0.5238,0.8224,0.977
0.2200,0.0574,0.5218,0.8246,0.978
0.2290,0.0440,0.5174,0.8187,0.970
0.2390,0.0557,0.5123,0.8050,0.956
0.2490,0.0665,0.5189,0.8141,0.968
0.2590,0.0628,0.5292,0.8243,0.982
0.2810,0.0547,0.5253,0.8436,0.995
0.2820,0.0420,0.5238,0.8273,0.980
0.2900,0.0496,0.5201,0.8199,0.972
0.3000,0.0559,0.5262,0.8361,0.989
0.3110,0.0508,0.5262,0.8449,0.997
0.3210,0.0450,0.5270,0.8402,0.993
0.3340,0.0420,0.5250,0.8432,0.994
0.3410,0.0508,0.5272,0.8341,0.988
0.3500,0.0401,0.5235,0.8392,0.990
0.3610,0.0332,0.5262,0.8510,1.001
0.3830,0.0332,0.5262,0.8510,1.001
0.3840,0.0391,0.5343,0.8524,1.007
0.3910,0.0425,0.5311,0.8378,0.993
0.4000,0.0357,0.5289,0.8265,0.982
0.4110,0.0391,0.5279,0.8290,0.984
0.4220,0.0364,0.5294,0.8370,0.991
0.4310,0.0391,0.5270,0.8397,0.992
0.4410,0.0474,0.5233,0.8480,0.998
0.4510,0.0533,0.5299,0.8534,1.006
0.4660,0.0530,0.5279,0.8485,1.001
0.4730,0.0506,0.5240,0.8456,0.996
0.4810,0.0391,0.5279,0.8363,0.990
0.5020,0.0393,0.5287,0.8351,0.989
0.5030,0.0435,0.5311,0.8305,0.987
0.5110,0.0454,0.5299,0.8331,0.988
0.5220,0.0496,0.5348,0.8402,0.997
0.5310,0.0384,0.5277,0.8380,0.991
0.5410,0.0462,0.5235,0.8334,0.985
0.5520,0.0503,0.5245,0.8356,0.988
0.5610,0.0533,0.5209,0.8375,0.988
0.5830,0.0454,0.5213,0.8312,0.982
0.5850,0.0420,0.5255,0.8292,0.983
0.5920,0.0481,0.5216,0.8344,0.985
0.6020,0.0533,0.5223,0.8353,0.987
0.6120,0.0467,0.5257,0.8317,0.985
0.6220,0.0428,0.5204,0.8351,0.985
0.6320,0.0362,0.5240,0.8324,0.984
0.6420,0.0369,0.5255,0.8307,0.984
0.6520,0.0391,0.5279,0.8319,0.986
0.6620,0.0413,0.5221,0.8305,0.982
0.6850,0.0415,0.5226,0.8358,0.987
0.6870,0.0398,0.5289,0.8366,0.991
0.6920,0.0381,0.5243,0.8334,0.985
0.7030,0.0391,0.5223,0.8361,0.987
0.7140,0.0384,0.5253,0.8265,0.980
0.7230,0.0384,0.5248,0.8239,0.978
0.7340,0.0347,0.5240,0.8207,0.974
0.7440,0.0366,0.5279,0.8261,0.981
0.7560,0.0362,0.5297,0.8346,0.989
0.7660,0.0359,0.5297,0.8419,0.995
0.7750,0.0308,0.5289,0.8471,0.999
0.7850,0.0349,0.5301,0.8454,0.998
0.7950,0.0332,0.5282,0.8363,0.990
0.8070,0.0300,0.5328,0.8297,0.987
0.8160,0.0359,0.5333,0.8361,0.992
0.8260,0.0342,0.5345,0.8385,0.995
0.8360,0.0264,0.5326,0.8493,1.003
0.8470,0.0315,0.5299,0.8493,1.002
0.8560,0.0337,0.5328,0.8488,1.003
0.8670,0.0327,0.5338,0.8561,1.009
0.8770,0.0376,0.5321,0.8331,0.989
0.8860,0.0335,0.5323,0.8280,0.985
0.8980,0.0315,0.5306,0.8292,0.985
0.9070,0.0337,0.5314,0.8224,0.980
0.9180,0.0288,0.5353,0.8168,0.977
0.9270,0.0288,0.5282,0.8234,0.979
0.9390,0.0322,0.5323,0.8300,0.987
0.9490,0.0325,0.5299,0.8380,0.992
0.9580,0.0239,0.5282,0.8400,0.993
0.9680,0.0239,0.5301,0.8366,0.991
0.9780,0.0310,0.5282,0.8388,0.992
0.9890,0.0315,0.5216,0.8422,0.991
0.9990,0.0281,0.5301,0.8290,0.984
1.0210,0.0244,0.5284,0.8258,0.981
1.0210,0.0313,0.5301,0.8336,0.988
1.0290,0.0308,0.5294,0.8383,0.992
1.0410,0.0249,0.5262,0.8370,0.989
1.0490,0.0344,0.5311,0.8324,0.988
1.0590,0.0359,0.5294,0.8307,0.986
1.0690,0.0296,0.5279,0.8392,0.992
1.0790,0.0271,0.5304,0.8500,1.002
1.0890,0.0188,0.5262,0.8627,1.011
1.0990,0.0154,0.5257,0.8649,1.012
1.1090,0.0188,0.5223,0.8529,1.000
1.1190,0.0198,0.5211,0.8458,0.994
1.1300,0.0215,0.5213,0.8287,0.979
1.1400,0.0188,0.5243,0.8275,0.980
1.1500,0.0188,0.5299,0.8290,0.984
1.1600,0.0279,0.5311,0.8414,0.995
1.1750,0.0276,0.5289,0.8314,0.986
1.1800,0.0217,0.5284,0.8300,0.984
1.1910,0.0225,0.5218,0.8307,0.981
1.2020,0.0222,0.5167,0.8353,0.982
1.2120,0.0227,0.5257,0.8390,0.990
1.2220,0.0247,0.5265,0.8327,0.985
1.2320,0.0291,0.5284,0.8407,0.993
1.2410,0.0398,0.5270,0.8358,0.989
1.2510,0.0352,0.5277,0.8373,0.990
1.2620,0.0305,0.5292,0.8356,0.990
1.2750,0.0254,0.5277,0.8414,0.994
1.2810,0.0242,0.5228,0.8344,0.985
1.2920,0.0154,0.5243,0.8278,0.980
1.3020,0.0200,0.5192,0.8402,0.988
1.3130,0.0176,0.5204,0.8556,1.002
1.3220,0.0176,0.5209,0.8598,1.005
1.3320,0.0132,0.5194,0.8505,0.997
1.3420,0.0164,0.5248,0.8417,0.992
1.3530,0.0142,0.5279,0.8480,0.999
1.3640,0.0208,0.5255,0.8502,1.000
1.3740,0.0203,0.5240,0.8458,0.995
1.3830,0.0227,0.5243,0.8380,0.989
1.3940,0.0252,0.5231,0.8363,0.987
1.4030,0.0271,0.5245,0.8397,0.990
1.4130,0.0161,0.5235,0.8407,0.991
1.4250,0.0208,0.5238,0.8380,0.988
1.4340,0.0164,0.5201,0.8292,0.979
1.4450,0.0156,0.5174,0.8283,0.977
1.4560,0.0169,0.5179,0.8307,0.979
1.4640,0.0127,0.5199,0.8309,0.980
1.4750,0.0181,0.5206,0.8204,0.972
1.4870,0.0161,0.5218,0.8229,0.975
1.4960,0.0183,0.5184,0.8270,0.976
1.5110,0.0244,0.5201,0.8388,0.987
1.5150,0.0208,0.5209,0.8331,0.983
1.5260,0.0193,0.5201,0.8202,0.971
1.5380,0.0242,0.5257,0.8234,0.977
1.5460,0.0249,0.5299,0.8243,0.980
1.5570,0.0183,0.5311,0.8261,0.982
1.5650,0.0120,0.5348,0.8241,0.982
1.5760,0.0103,0.5306,0.8307,0.986
1.5880,0.0039,0.5326,0.8385,0.993
1.5960,0.0129,0.5284,0.8454,0.997
1.6090,0.0100,0.5248,0.8485,0.998
1.6170,0.0154,0.5309,0.8451,0.998
1.6280,0.0166,0.5301,0.8505,1.002
1.6380,0.0222,0.5304,0.8495,1.002
1.6460,0.0193,0.5301,0.8463,0.999
1.6580,0.0200,0.5326,0.8417,0.996
1.6670,0.0188,0.5319,0.8444,0.998
1.6770,0.0134,0.5321,0.8351,0.990
1.6940,0.0122,0.5316,0.8375,0.992
1.6980,0.0203,0.5297,0.8480,1.000
1.7090,0.0183,0.5245,0.8512,1.000
1.7170,0.0149,0.5257,0.8517,1.001
1.7280,0.0149,0.5226,0.8522,1.000
1.7400,0.0105,0.5233,0.8485,0.997
1.7460,0.0186,0.5223,0.8373,0.987
1.7580,0.0220,0.5216,0.8346,0.984
1.7670,0.0115,0.5260,0.8287,0.982
1.7770,0.0159,0.5262,0.8285,0.982
1.7930,0.0144,0.5250,0.8356,0.987
1.7970,0.0139,0.5233,0.8344,0.985
1.8100,0.0132,0.5253,0.8287,0.981
1.8230,0.0200,0.5218,0.8295,0.980
1.8280,0.0235,0.5196,0.8385,0.987
1.8390,0.0086,0.5255,0.8434,0.994
1.8460,0.0076,0.5248,0.8410,0.991
1.8570,0.0134,0.5174,0.8341,0.982
1.8670,0.0205,0.5235,0.8427,0.992
1.8770,0.0200,0.5260,0.8468,0.997
1.8920,0.0132,0.5223,0.8353,0.985
1.8980,0.0132,0.5238,0.8358,0.986
1.9080,0.0151,0.5275,0.8414,0.993
1.9180,0.0149,0.5275,0.8434,0.995
1.9290,0.0134,0.5243,0.8388,0.989
1.9390,0.0161,0.5233,0.8466,0.995
1.9490,0.0181,0.5248,0.8483,0.998
1.9600,0.0144,0.5270,0.8429,0.994
1.9690,0.0117,0.5338,0.8412,0.996
1.9790,0.0122,0.5267,0.8385,0.990
1.9930,0.0142,0.5333,0.8395,0.995
2.0000,0.0151,0.5297,0.8400,0.993
2.0100,0.0176,0.5336,0.8485,1.002
2.0270,0.0105,0.5321,0.8458,0.999
2.0320,0.0098,0.5243,0.8410,0.991
2.0440,0.0125,0.5275,0.8395,0.992
2.0510,0.0142,0.5333,0.8348,0.991
2.0630,0.0161,0.5284,0.8427,0.995
2.0710,0.0183,0.5284,0.8444,0.996
2.0810,0.0137,0.5260,0.8344,0.986
2.0930,0.0129,0.5287,0.8295,0.984
2.1010,0.0068,0.5265,0.8302,0.983
2.1140,0.0112,0.5262,0.8351,0.987
2.1230,0.0107,0.5277,0.8370,0.990
2.1330,0.0049,0.5235,0.8353,0.986
2.1450,0.0071,0.5204,0.8419,0.990
2.1580,0.0127,0.5248,0.8515,1.000
2.1630,0.0166,0.5282,0.8498,1.001
2.1750,0.0225,0.5235,0.8361,0.987
2.1850,0.0151,0.5245,0.8309,0.983
2.1960,0.0166,0.5235,0.8261,0.978
2.2090,0.0127,0.5235,0.8331,0.984
2.2160,0.0090,0.5319,0.8334,0.989
2.2280,0.0134,0.5311,0.8449,0.998
2.2370,0.0125,0.5245,0.8400,0.990
2.2470,0.0078,0.5282,0.8385,0.991
2.2570,0.0115,0.5243,0.8502,0.999
2.2670,0.0105,0.5297,0.8402,0.993
2.2770,0.0203,0.5262,0.8351,0.987
2.2870,0.0173,0.5265,0.8300,0.983
2.2980,0.0078,0.5311,0.8226,0.979
2.3070,0.0044,0.5292,0.8226,0.978
2.3170,0.0051,0.5289,0.8231,0.978
2.3280,0.0086,0.5301,0.8324,0.987
2.3370,0.0156,0.5316,0.8375,0.992
2.3480,0.0137,0.5299,0.8358,0.990
2.3580,0.0103,0.5270,0.8300,0.983
2.3690,0.0076,0.5311,0.8331,0.988
2.3780,0.0115,0.5289,0.8392,0.992
2.3950,0.0107,0.5299,0.8490,1.001
2.3990,0.0142,0.5299,0.8402,0.993
2.4100,0.0107,0.5228,0.8392,0.989
2.4180,0.0132,0.5262,0.8358,0.988
2.4290,0.0105,0.5257,0.8529,1.002
2.4410,0.0049,0.5216,0.8454,0.993
2.4480,0.0081,0.5231,0.8348,0.985
2.4590,0.0137,0.5189,0.8353,0.983
2.4690,0.0213,0.5165,0.8390,0.985
2.4790,0.0161,0.5167,0.8385,0.985
2.4950,0.0195,0.5165,0.8427,0.989
2.4990,0.0249,0.5167,0.8424,0.989
2.5090,0.0239,0.5135,0.8314,0.978
2.5190,0.0230,0.5257,0.8273,0.980
2.5300,0.0100,0.5167,0.8329,0.980
2.5400,0.0156,0.5150,0.8373,0.983
2.5500,0.0149,0.5204,0.8449,0.992
2.5610,0.0195,0.5196,0.8495,0.996
2.5730,0.0173,0.5174,0.8373,0.984
2.5810,0.0159,0.5189,0.8402,0.988
2.5910,0.0313,0.5177,0.8446,0.991
2.6020,0.0283,0.5257,0.8441,0.995
2.6120,0.0181,0.5240,0.8373,0.988
2.6250,0.0186,0.5260,0.8451,0.996
2.6320,0.0161,0.5245,0.8466,0.996
2.6430,0.0059,0.5277,0.8432,0.995
2.6520,0.0142,0.5245,0.8336,0.985
2.6620,0.0134,0.5299,0.8358,0.990
2.6740,0.0107,0.5255,0.8373,0.989
2.6820,0.0086,0.5226,0.8314,0.982
2.6920,0.0078,0.5277,0.8297,0.983
2.7020,0.0117,0.5275,0.8307,0.984
2.7120,0.0093,0.5287,0.8351,0.988
2.7260,0.0046,0.5299,0.8314,0.986
2.7330,0.0015,0.5350,0.8334,0.990
2.7440,0.0022,0.5367,0.8275,0.986
2.7570,0.0005,0.5333,0.8253,0.983
2.7630,-0.0027,0.5333,0.8295,0.986
2.7740,-0.0093,0.5367,0.8290,0.988
2.7840,-0.0049,0.5355,0.8307,0.988
2.7940,-0.0056,0.5365,0.8263,0.985
2.8110,-0.0029,0.5316,0.8265,0.983
2.8140,0.0081,0.5358,0.8341,0.991
2.8280,-0.0032,0.5358,0.8400,0.996
2.8350,-0.0010,0.5421,0.8366,0.997
2.8460,-0.0010,0.5402,0.8353,0.995
2.8570,-0.0020,0.5433,0.8412,1.001
2.8660,-0.0015,0.5392,0.8390,0.997
2.8760,0.0002,0.5443,0.8422,1.003
2.8860,-0.0017,0.5424,0.8380,0.998
2.8960,-0.0010,0.5421,0.8370,0.997
2.9080,0.0007,0.5377,0.8383,0.996
2.9160,0.0086,0.5370,0.8424,0.999
2.9260,0.0154,0.5387,0.8380,0.996
2.9360,0.0100,0.5350,0.8361,0.993
2.9460,0.0139,0.5311,0.8400,0.994
2.9570,0.0037,0.5316,0.8419,0.996
2.9660,-0.0024,0.5338,0.8495,1.003
2.9780,-0.0020,0.5289,0.8532,1.004
2.9950,0.0000,0.5350,0.8590,1.012
2.9960,0.0073,0.5348,0.8539,1.008
3.0100,-0.0081,0.5326,0.8505,1.004
3.0180,0.0049,0.5297,0.8458,0.998
3.0280,0.0098,0.5257,0.8454,0.996
3.0410,0.0122,0.5316,0.8495,1.002
3.0480,0.0171,0.5326,0.8454,0.999
3.0590,0.0125,0.5306,0.8344,0.989
3.0690,0.0120,0.5355,0.8336,0.991
3.0780,0.0142,0.5257,0.8327,0.985
3.0940,0.0103,0.5226,0.8344,0.985
3.0980,0.0049,0.5235,0.8383,0.988
3.1080,0.0000,0.5243,0.8287,0.981
3.1190,0.0020,0.5257,0.8344,0.986
3.1290,0.0010,0.5231,0.8295,0.981
3.1400,0.0000,0.5226,0.8204,0.973
3.1490,-0.0017,0.5272,0.8256,0.980
3.1610,0.0071,0.5211,0.8285,0.979
3.1700,0.0086,0.5240,0.8322,0.983
3.1800,0.0061,0.5211,0.8361,0.985
3.1940,0.0142,0.5250,0.8402,0.991
3.2000,0.0122,0.5253,0.8375,0.989
3.2110,0.0073,0.5262,0.8380,0.990
3.2240,0.0073,0.5287,0.8346,0.988
3.2300,0.0086,0.5345,0.8221,0.981
3.2410,0.0107,0.5257,0.8214,0.975
3.2520,0.0049,0.5314,0.8129,0.971
3.2620,-0.0010,0.5294,0.8187,0.975
3.2730,0.0051,0.5367,0.8104,0.972
3.2820,0.0000,0.5433,0.8133,0.978
3.2920,0.0024,0.5394,0.7980,0.963
3.3020,0.0049,0.5389,0.8038,0.968
3.3120,-0.0022,0.5438,0.8046,0.971
3.3240,0.0071,0.5482,0.8014,0.971
3.3320,0.0012,0.5468,0.7989,0.968
3.3430,-0.0046,0.5494,0.8070,0.976
3.3520,0.0002,0.5516,0.8165,0.985
3.3630,-0.0002,0.5551,0.8366,1.004
3.3730,-0.0007,0.5521,0.8429,1.008
3.3820,0.0044,0.5507,0.8517,1.014
3.3940,0.0010,0.5526,0.8454,1.010
3.4030,0.0012,0.5482,0.8436,1.006
3.4130,0.0100,0.5502,0.8478,1.011
3.4240,0.0051,0.5485,0.8402,1.003
3.4340,-0.0020,0.5463,0.8356,0.998
3.4450,-0.0044,0.5463,0.8322,0.995
3.4570,-0.0064,0.5455,0.8329,0.996
3.4650,0.0005,0.5448,0.8324,0.995
3.4750,-0.0002,0.5436,0.8312,0.993
3.4850,-0.0005,0.5431,0.8297,0.992
3.4950,-0.0049,0.5389,0.8334,0.992
3.5100,-0.0042,0.5387,0.8351,0.994
3.5160,-0.0051,0.5406,0.8263,0.987
3.5260,0.0015,0.5321,0.8329,0.988
3.5360,0.0024,0.5358,0.8339,0.991
3.5460,0.0017,0.5394,0.8256,0.986
3.5560,-0.0051,0.5453,0.8236,0.988
3.5660,-0.0083,0.5372,0.8204,0.981
3.5760,-0.0071,0.5363,0.8261,0.985
3.5860,-0.0029,0.5336,0.8273,0.984
3.5960,0.0005,0.5353,0.8375,0.994
3.6080,0.0022,0.5367,0.8375,0.995
3.6160,0.0054,0.5348,0.8454,1.000
3.6270,0.0046,0.5380,0.8402,0.998
3.6370,-0.0042,0.5370,0.8202,0.980
3.6460,-0.0012,0.5338,0.8141,0.973
3.6570,0.0056,0.5328,0.8275,0.984
3.6660,0.0044,0.5404,0.8422,1.001
3.6770,0.0088,0.5385,0.8385,0.997
3.6860,0.0020,0.5311,0.8283,0.984
3.6970,0.0095,0.5301,0.8270,0.982
3.7100,0.0107,0.5306,0.8375,0.992
3.7170,0.0039,0.5284,0.8380,0.991
3.7270,0.0093,0.5260,0.8397,0.991
3.7400,0.0024,0.5284,0.8358,0.989
3.7480,0.0100,0.5299,0.8405,0.994
3.7590,0.0056,0.5304,0.8302,0.985
