time,gFx,gFy,gFz,TgF
0.0050,0.0562,0.6125,0.7620,0.979
0.0120,0.0594,0.6147,0.7633,0.982
0.0270,0.0567,0.6188,0.7708,0.990
0.0290,0.0601,0.6220,0.7664,0.989
0.0400,0.0564,0.6154,0.7728,0.990
0.0490,0.0542,0.6242,0.7875,1.006
0.0590,0.0523,0.6252,0.7860,1.006
0.0750,0.0537,0.6340,0.7823,1.008
0.0790,0.0486,0.6345,0.7721,1.000
0.0910,0.0535,0.6301,0.7594,0.988
0.1030,0.0503,0.6279,0.7474,0.977
0.1100,0.0496,0.6252,0.7452,0.974
0.1300,0.0603,0.6266,0.7503,0.979
0.1310,0.0581,0.6232,0.7496,0.977
0.1400,0.0445,0.6169,0.7633,0.982
0.1530,0.0408,0.6100,0.7728,0.985
0.1600,0.0481,0.6149,0.7740,0.990
0.1800,0.0545,0.6176,0.7728,0.991
0.1810,0.0525,0.6149,0.7682,0.985
0.1900,0.0586,0.6249,0.7716,0.995
0.2130,0.0608,0.6257,0.7772,1.000
0.2140,0.0413,0.6198,0.7760,0.994
0.2210,0.0391,0.6157,0.7699,0.987
0.2310,0.0401,0.6161,0.7743,0.990
0.2410,0.0340,0.6169,0.7723,0.989
0.2540,0.0406,0.6191,0.7655,0.985
0.2610,0.0376,0.6179,0.7628,0.982
0.2710,0.0442,0.6174,0.7640,0.983
0.2810,0.0447,0.6135,0.7845,0.997
0.2910,0.0357,0.6193,0.7833,0.999
0.3130,0.0308,0.6205,0.7757,0.994
0.3150,0.0344,0.6152,0.7613,0.979
0.3220,0.0344,0.6069,0.7616,0.974
0.3320,0.0303,0.6108,0.7572,0.973
0.3420,0.0327,0.6149,0.7574,0.976
0.3530,0.0374,0.6205,0.7618,0.983
0.3630,0.0428,0.6196,0.7711,0.990
0.3730,0.0401,0.6203,0.7677,0.988
0.3830,0.0315,0.6193,0.7596,0.981
0.3930,0.0286,0.6147,0.7591,0.977
0.4130,0.0332,0.6135,0.7735,0.988
0.4150,0.0398,0.6225,0.7726,0.993
0.4230,0.0330,0.6164,0.7713,0.988
0.4330,0.0286,0.6157,0.7557,0.975
0.4430,0.0352,0.6088,0.7484,0.965
0.4540,0.0369,0.6110,0.7564,0.973
0.4630,0.0459,0.6222,0.7713,0.992
0.4730,0.0608,0.6247,0.7921,1.011
0.4840,0.0555,0.6208,0.8055,1.018
0.4940,0.0420,0.6269,0.7789,1.001
0.5040,0.0467,0.6196,0.7777,0.995
0.5150,0.0523,0.6230,0.7806,1.000
0.5300,0.0557,0.6286,0.7691,0.995
0.5350,0.0665,0.6362,0.7669,0.999
0.5450,0.0643,0.6359,0.7696,1.000
0.5550,0.0430,0.6288,0.7415,0.973
0.5650,0.0452,0.6232,0.7239,0.956
