time,gFx,gFy,gFz,TgF
0.0020,0.1441,0.6645,0.7965,1.047
0.0080,0.1441,0.6645,0.8126,1.059
0.0230,0.1441,0.6765,0.8166,1.070
0.0280,0.1281,0.6685,0.8045,1.054
0.0380,0.1201,0.6645,0.8045,1.050
0.0470,0.1161,0.6604,0.7925,1.038
0.0800,0.1201,0.6604,0.8085,1.051
0.0810,0.1121,0.6564,0.8045,1.044
0.0900,0.0961,0.6484,0.7885,1.025
0.0970,0.0881,0.6404,0.8045,1.032
0.0990,0.1041,0.6484,0.8286,1.057
0.1110,0.1161,0.6484,0.8286,1.059
0.1190,0.1241,0.6524,0.8406,1.071
0.1270,0.1241,0.6564,0.8446,1.077
0.1370,0.1121,0.6564,0.8246,1.060
0.1470,0.1121,0.6604,0.8206,1.059
0.1970,0.1241,0.6645,0.8166,1.060
0.1980,0.1281,0.6765,0.8206,1.071
0.2070,0.1481,0.6765,0.8206,1.074
0.2120,0.1441,0.6725,0.8085,1.061
0.2160,0.1441,0.6805,0.8126,1.070
0.2190,0.1521,0.6925,0.8326,1.094
0.2200,0.1641,0.6925,0.8366,1.098
0.2450,0.1641,0.7005,0.8366,1.103
0.2500,0.1441,0.7005,0.8246,1.091
0.2510,0.1441,0.6925,0.8246,1.086
0.2610,0.1481,0.6885,0.8406,1.097
0.2790,0.1481,0.6925,0.8366,1.096
0.2800,0.1361,0.6845,0.8486,1.099
0.3050,0.1361,0.6765,0.8486,1.094
0.3070,0.1321,0.6805,0.8606,1.105
0.3080,0.1321,0.6725,0.8526,1.094
0.3190,0.1121,0.6725,0.8166,1.064
0.3330,0.0881,0.6564,0.8005,1.039
0.3370,0.0680,0.6404,0.7205,0.966
0.3470,0.0520,0.6324,0.7725,1.000
0.3640,0.0520,0.6204,0.8045,1.017
0.3730,0.0560,0.6284,0.8326,1.045
0.3770,0.0600,0.6404,0.8486,1.065
0.4000,0.0600,0.6364,0.8646,1.075
0.4020,0.0801,0.6404,0.8966,1.105
0.4120,0.0801,0.6404,0.8886,1.098
0.4280,0.0801,0.6444,0.8886,1.101
