time,gFx,gFy,gFz,TgF
0.0040,-0.0360,0.7125,0.7885,1.063
0.0050,-0.0200,0.6925,0.7925,1.053
0.0210,-0.0040,0.7045,0.8085,1.072
0.0230,0.0000,0.7365,0.8206,1.103
0.0390,0.0040,0.7525,0.8486,1.134
0.0420,0.0160,0.7285,0.8646,1.131
0.0500,0.0360,0.7125,0.8766,1.130
0.0620,0.0360,0.7165,0.8886,1.142
0.0720,0.0600,0.7245,0.8846,1.145
0.0900,0.0921,0.6805,0.8726,1.110
0.0920,0.0921,0.6324,0.8566,1.069
0.1000,0.1201,0.6044,0.8446,1.045
0.1100,0.0921,0.6284,0.8366,1.050
0.1270,0.0841,0.6484,0.8286,1.055
0.1300,0.0640,0.6685,0.8406,1.076
0.1420,0.0560,0.6845,0.8446,1.089
0.1500,0.0560,0.6765,0.8486,1.087
0.1610,0.0720,0.6404,0.8646,1.078
0.1840,0.0680,0.6164,0.8446,1.048
0.1850,0.0720,0.6084,0.8366,1.037
0.2010,0.0680,0.6244,0.8286,1.040
0.2020,0.0560,0.6244,0.8366,1.045
0.2110,0.0640,0.6284,0.8366,1.048
0.2260,0.0640,0.6124,0.8406,1.042
0.2300,0.0600,0.6204,0.8526,1.056
0.2420,0.0480,0.6164,0.8486,1.050
0.2500,0.0520,0.6244,0.8686,1.071
0.2600,0.0560,0.6204,0.8646,1.066
0.2710,0.0560,0.6084,0.8566,1.052
0.2830,0.0600,0.6004,0.8526,1.045
0.2910,0.0520,0.5804,0.8606,1.039
0.3000,0.0480,0.5844,0.8646,1.045
0.3100,0.0520,0.5924,0.8766,1.059
0.3210,0.0480,0.5964,0.8806,1.065
0.3330,0.0560,0.5884,0.8766,1.057
0.3400,0.0480,0.5804,0.8646,1.042
0.3500,0.0520,0.5804,0.8526,1.033
0.3670,0.0440,0.5884,0.8486,1.034
0.3710,0.0320,0.5884,0.8566,1.040
0.3810,0.0440,0.5804,0.8406,1.022
0.3920,0.0440,0.5684,0.8486,1.022
0.4000,0.0440,0.5644,0.8726,1.040
0.4100,0.0440,0.5804,0.8886,1.062
0.4210,0.0440,0.5924,0.9006,1.079
