time,gFx,gFy,gFz,TgF
0.0050,0.8306,-0.0296,0.5300,0.986
0.0050,0.8270,-0.0371,0.5427,0.990
0.0150,0.8003,-0.0594,0.5353,0.965
0.0220,0.7908,-0.0728,0.5312,0.955
0.0320,0.7964,-0.0818,0.5515,0.972
0.0390,0.8028,-0.0853,0.5778,0.993
0.0560,0.8099,-0.0782,0.5793,0.999
0.0610,0.8055,-0.0721,0.5788,0.994
0.0750,0.8038,-0.0638,0.5710,0.988
0.0850,0.8189,-0.0638,0.5703,1.000
0.0890,0.8177,-0.0687,0.5715,1.000
0.1000,0.8253,-0.0669,0.5839,1.013
0.1120,0.8218,-0.0752,0.5756,1.006
0.1200,0.8184,-0.0760,0.5541,0.991
0.1310,0.8118,-0.0762,0.5490,0.983
0.1400,0.8131,-0.0779,0.5412,0.980
0.1510,0.8155,-0.0745,0.5451,0.984
0.1730,0.8072,-0.0765,0.5475,0.978
0.1760,0.8043,-0.0838,0.5417,0.973
0.2010,0.8047,-0.0828,0.5319,0.968
0.2020,0.8057,-0.0752,0.5358,0.971
0.2030,0.8104,-0.0655,0.5468,0.980
0.2120,0.8165,-0.0696,0.5532,0.989
0.2230,0.8248,-0.0689,0.5573,0.998
0.2390,0.8113,-0.0669,0.5473,0.981
0.2430,0.8116,-0.0650,0.5390,0.976
0.2560,0.8223,-0.0667,0.5439,0.988
0.2840,0.8297,-0.0740,0.5585,1.003
0.2850,0.8314,-0.0694,0.5646,1.007
0.2850,0.8294,-0.0696,0.5502,0.998
0.2940,0.8397,-0.0677,0.5468,1.004
0.3020,0.8451,-0.0628,0.5590,1.015
0.3140,0.8446,-0.0660,0.5686,1.020
0.3220,0.8333,-0.0716,0.5571,1.005
0.3330,0.8336,-0.0623,0.5427,0.997
0.3550,0.8299,-0.0569,0.5312,0.987
0.3560,0.8363,-0.0577,0.5449,1.000
0.3630,0.8377,-0.0674,0.5573,1.008
0.3730,0.8270,-0.0665,0.5576,1.000
0.3830,0.8221,-0.0679,0.5400,0.986
0.3960,0.8172,-0.0640,0.5236,0.973
0.4040,0.8162,-0.0672,0.5282,0.975
0.4140,0.8138,-0.0625,0.5385,0.978
0.4240,0.8099,-0.0555,0.5344,0.972
0.4380,0.8104,-0.0515,0.5353,0.973
0.4540,0.8025,-0.0557,0.5312,0.964
0.4550,0.7942,-0.0618,0.5273,0.955
0.4730,0.7955,-0.0586,0.5216,0.953
0.4740,0.7891,-0.0679,0.5182,0.947
0.4840,0.7862,-0.0645,0.5356,0.953
0.4950,0.7903,-0.0618,0.5471,0.963
0.5050,0.7881,-0.0537,0.5668,0.972
