time,gFx,gFy,gFz,TgF
0.0030,0.6819,-0.0669,0.7132,0.989
0.0040,0.6951,-0.0621,0.6978,0.987
0.0140,0.6821,-0.0472,0.7479,1.013
0.0270,0.6704,-0.0611,0.8014,1.047
0.0570,0.6885,-0.0462,0.8498,1.095
0.0580,0.7104,-0.0303,0.8397,1.100
0.0580,0.7183,-0.0300,0.7958,1.072
0.0750,0.7056,-0.0555,0.7801,1.053
0.0760,0.7075,-0.0618,0.7686,1.047
0.0930,0.7092,-0.0726,0.7457,1.032
0.0940,0.7085,-0.0699,0.7215,1.014
0.1100,0.7148,-0.0723,0.7347,1.028
0.1260,0.7016,-0.0726,0.7442,1.025
0.1270,0.6958,-0.0721,0.6995,0.989
0.1440,0.7009,-0.0633,0.6575,0.963
0.1450,0.6953,-0.0535,0.6599,0.960
0.1790,0.6955,-0.0450,0.6792,0.973
0.1800,0.6897,-0.0425,0.6734,0.965
0.1800,0.6870,-0.0472,0.6526,0.949
0.1910,0.6909,-0.0581,0.6379,0.942
0.1950,0.6941,-0.0555,0.6621,0.961
0.2060,0.6963,-0.0464,0.6753,0.971
0.2270,0.7041,-0.0459,0.6861,0.984
0.2270,0.7002,-0.0472,0.6936,0.987
0.2740,0.6965,-0.0410,0.7134,0.998
0.2750,0.6845,-0.0303,0.6914,0.973
0.2750,0.6762,-0.0344,0.6846,0.963
0.2760,0.6850,-0.0457,0.6797,0.966
0.2870,0.6831,-0.0515,0.6546,0.947
0.2880,0.6897,-0.0513,0.6401,0.942
0.2970,0.6870,-0.0591,0.6392,0.940
0.3070,0.6875,-0.0645,0.6318,0.936
0.3270,0.6845,-0.0613,0.6233,0.928
0.3280,0.6970,-0.0533,0.6362,0.945
0.3390,0.6955,-0.0450,0.6619,0.961
0.3480,0.6919,-0.0528,0.6712,0.965
0.3690,0.6872,-0.0550,0.6528,0.949
0.3700,0.6845,-0.0484,0.6333,0.934
0.3800,0.6855,-0.0542,0.6304,0.933
0.3920,0.6753,-0.0535,0.6533,0.941
0.4090,0.6904,-0.0457,0.6651,0.960
0.4100,0.6718,-0.0320,0.6538,0.938
0.4270,0.6706,-0.0269,0.6475,0.933
0.4300,0.6806,-0.0406,0.6511,0.943
0.4440,0.6687,-0.0506,0.6465,0.931
0.4790,0.6699,-0.0452,0.6416,0.929
0.4800,0.6863,-0.0486,0.6401,0.940
