time,gFx,gFy,gFz,TgF
0.0040,-0.1253,0.8402,0.3374,0.914
0.0050,-0.1224,0.8319,0.4122,0.936
0.0230,-0.1070,0.8228,0.4899,0.964
0.0810,-0.0799,0.8382,0.5588,1.011
0.0820,-0.0564,0.8473,0.6006,1.040
0.0830,-0.0191,0.8160,0.5998,1.013
0.0830,0.0107,0.8057,0.6147,1.014
0.0840,-0.0066,0.8306,0.6050,1.028
0.0840,-0.0107,0.8612,0.6287,1.066
0.0850,0.0222,0.8338,0.6309,1.046
0.0940,0.0384,0.8116,0.6142,1.019
0.1090,0.0281,0.8284,0.5830,1.013
0.1140,0.0037,0.8165,0.5480,0.983
0.1290,0.0071,0.8069,0.5444,0.973
0.1770,0.0420,0.8148,0.6006,1.013
0.1780,0.0420,0.8148,0.6006,1.013
0.1790,0.0398,0.8170,0.6343,1.035
0.1790,0.0335,0.8150,0.6502,1.043
0.1800,0.0520,0.7945,0.6157,1.006
0.1930,0.0520,0.7945,0.6157,1.006
0.1940,0.0635,0.7818,0.5769,0.974
0.2150,0.0506,0.7933,0.5708,0.979
0.2160,0.0330,0.7979,0.5808,0.987
0.2360,0.0081,0.8016,0.5967,0.999
0.2370,0.0078,0.8038,0.6052,1.006
0.2800,0.0132,0.8016,0.6160,1.011
0.2820,0.0103,0.8140,0.6052,1.014
0.2820,-0.0059,0.8192,0.5930,1.011
0.2830,-0.0161,0.7806,0.5678,0.965
0.2840,0.0010,0.7620,0.5405,0.934
0.2940,0.0012,0.7891,0.5263,0.949
0.3100,-0.0193,0.7828,0.5331,0.947
0.3140,-0.0310,0.7979,0.5534,0.972
0.3540,-0.0520,0.8270,0.5722,1.007
0.3550,-0.0501,0.8504,0.6086,1.047
0.3550,-0.0374,0.8514,0.6304,1.060
0.3560,-0.0713,0.8240,0.5984,1.021
0.3650,-0.1048,0.7730,0.5107,0.932
0.3760,-0.0186,0.6364,0.5703,0.855
0.3970,0.1524,0.5956,0.6216,0.874
0.3980,0.2475,0.6867,0.6731,0.993
0.4140,0.1637,0.7781,0.7310,1.080
0.4150,-0.0024,0.8067,0.7474,1.100
0.4310,-0.1016,0.8250,0.7220,1.101
0.4760,-0.0931,0.8297,0.6797,1.077
0.4770,-0.0388,0.7996,0.6629,1.039
0.4780,0.0010,0.7337,0.6961,1.011
0.4790,0.0814,0.6408,0.7479,0.988
0.4790,0.1581,0.5942,0.7735,0.988
0.4870,0.1864,0.6179,0.8002,1.028
0.4970,0.1200,0.6833,0.7950,1.055
0.5070,0.0259,0.7537,0.7662,1.075
0.5180,-0.0359,0.7749,0.7176,1.057
0.5310,-0.0261,0.7566,0.6726,1.013
0.5400,0.0122,0.7307,0.6655,0.988
0.5470,0.0599,0.7065,0.6543,0.965
0.5920,0.0777,0.6889,0.6186,0.929
0.5930,0.0718,0.6885,0.5910,0.910
0.5940,0.0591,0.7007,0.5813,0.912
0.5940,0.0537,0.7244,0.5688,0.923
0.5980,0.0391,0.7319,0.5620,0.924
0.6080,0.0261,0.7322,0.5747,0.931
0.6300,0.0195,0.7373,0.5759,0.936
0.6310,0.0120,0.7481,0.6010,0.960
0.6390,0.0044,0.7488,0.6279,0.977
0.6490,0.0122,0.7378,0.6328,0.972
0.6990,0.0286,0.7361,0.6255,0.966
0.7010,0.0325,0.7368,0.6199,0.963
0.7020,0.0344,0.7393,0.6096,0.959
0.7030,0.0303,0.7486,0.6020,0.961
0.7030,0.0269,0.7530,0.6098,0.969
0.7100,0.0083,0.7593,0.6164,0.978
0.7290,0.0046,0.7630,0.6199,0.983
0.7310,0.0151,0.7552,0.6047,0.968
