time,gFx,gFy,gFz,TgF
0.0040,0.4097,0.8065,0.5414,1.054
0.0050,0.4097,0.8065,0.5414,1.054
0.0230,0.4095,0.8411,0.5957,1.109
0.0240,0.3550,0.8367,0.6291,1.105
0.0430,0.2961,0.7869,0.5507,1.005
0.0440,0.2375,0.7534,0.4132,0.892
0.0570,0.2287,0.7498,0.3179,0.846
0.0740,0.3784,0.7903,0.3186,0.932
0.0740,0.3797,0.7774,0.4413,0.971
0.0900,0.3327,0.7586,0.5710,1.006
0.0940,0.2653,0.7613,0.6702,1.048
0.1160,0.2355,0.7852,0.7361,1.102
0.1170,0.2238,0.8008,0.7159,1.097
0.1300,0.1615,0.7862,0.6673,1.044
0.1390,0.1209,0.7635,0.6785,1.029
0.1550,0.1383,0.7415,0.6956,1.026
0.1560,0.1923,0.7341,0.6961,1.030
0.1730,0.2145,0.7617,0.7237,1.072
0.1760,0.1820,0.7810,0.7134,1.073
0.1890,0.1336,0.7666,0.6775,1.032
0.1990,0.1219,0.7432,0.6712,1.009
0.2070,0.0755,0.7422,0.6604,0.996
0.2230,0.0762,0.7341,0.6047,0.954
0.2250,0.1173,0.7312,0.5646,0.931
0.2360,0.1637,0.7498,0.5700,0.956
0.2480,0.1842,0.7569,0.6084,0.988
0.2560,0.1879,0.7669,0.6396,1.016
0.2660,0.1793,0.7747,0.6680,1.039
0.2760,0.1835,0.7820,0.6851,1.056
0.2920,0.1805,0.7916,0.6756,1.056
0.2990,0.1539,0.7916,0.6313,1.024
0.3100,0.1021,0.7627,0.5832,0.966
0.3290,0.0672,0.7466,0.5458,0.927
0.3300,0.0547,0.7520,0.5392,0.927
0.3370,0.0687,0.7691,0.5712,0.960
0.3500,0.0989,0.7446,0.5827,0.951
0.3570,0.0809,0.7102,0.5925,0.928
0.3670,0.0540,0.7187,0.6081,0.943
0.3770,0.0584,0.7170,0.6189,0.949
0.3900,0.0452,0.7166,0.6086,0.941
0.4000,0.0586,0.7451,0.6118,0.966
0.4070,0.0574,0.7302,0.6311,0.967
0.4260,0.0396,0.7166,0.6597,0.975
0.4360,0.0169,0.7161,0.6536,0.970
0.4380,0.0300,0.7070,0.6360,0.951
0.4480,0.2201,0.5812,0.6946,0.932
0.4580,0.0376,0.6899,0.7010,0.984
0.4680,-0.0489,0.7798,0.6482,1.015
0.4900,-0.0469,0.8023,0.6072,1.007
0.4910,-0.0039,0.7608,0.6106,0.975
0.4980,0.0261,0.7156,0.6360,0.958
0.5080,0.0547,0.7092,0.6582,0.969
0.5270,0.1244,0.7322,0.6941,1.017
0.5290,0.1686,0.7586,0.6995,1.046
0.5390,0.1818,0.7818,0.6577,1.038
0.5490,0.2013,0.8025,0.6631,1.060
0.5580,0.1165,0.7576,0.6428,1.000
0.5690,0.0472,0.7244,0.6172,0.953
0.5900,0.0002,0.7234,0.6216,0.954
0.5900,-0.0068,0.7315,0.6348,0.969
0.5990,0.0103,0.7393,0.6629,0.993
0.6080,0.0371,0.7329,0.6780,0.999
0.6220,0.0484,0.7222,0.6717,0.987
0.6320,0.0557,0.7236,0.6514,0.975
0.6400,0.0503,0.7195,0.6331,0.960
0.6510,0.0269,0.7129,0.6247,0.948
0.6610,0.0235,0.7156,0.6186,0.946
0.6710,0.0381,0.7190,0.6265,0.954
0.6870,0.1043,0.7095,0.6553,0.971
0.6930,0.0975,0.7197,0.6580,0.980
0.7080,0.0393,0.7307,0.6519,0.980
0.7190,0.0051,0.7273,0.5886,0.936
0.7220,0.0186,0.7239,0.5632,0.917
0.7330,0.0330,0.7293,0.5629,0.922
0.7420,0.0645,0.7437,0.5876,0.950
0.7540,0.0740,0.7476,0.6221,0.975
0.7630,0.0479,0.7363,0.6455,0.980
0.7730,0.0220,0.7275,0.6528,0.978
0.7840,0.0296,0.7195,0.6614,0.978
0.7940,0.0315,0.7268,0.6555,0.979
0.8060,0.0330,0.7315,0.6467,0.977
0.8380,0.0181,0.7400,0.6433,0.981
0.8390,0.0279,0.7432,0.6687,1.000
0.8400,0.0457,0.7373,0.6829,1.006
0.8440,0.0408,0.7341,0.6763,0.999
0.8560,0.0269,0.7346,0.6477,0.980
0.8650,0.0222,0.7361,0.6389,0.975
0.8750,0.0198,0.7393,0.6453,0.981
0.8890,0.0230,0.7400,0.6377,0.977
0.9220,0.0325,0.7380,0.6423,0.979
0.9230,0.0244,0.7454,0.6472,0.987
0.9240,0.0232,0.7500,0.6712,1.007
0.9250,0.0371,0.7508,0.6863,1.018
0.9360,0.0381,0.7449,0.6861,1.013
0.9480,0.0322,0.7466,0.6773,1.009
0.9560,0.0359,0.7454,0.6719,1.004
0.9670,0.0496,0.7415,0.6609,0.994
0.9770,0.0542,0.7498,0.6480,0.992
0.9910,0.0599,0.7505,0.6318,0.983
1.0200,0.0559,0.7530,0.6250,0.980
1.0220,0.0459,0.7530,0.6394,0.989
1.0230,0.0454,0.7439,0.6602,0.996
1.0270,0.0545,0.7417,0.6724,1.003
1.0380,0.0630,0.7424,0.6753,1.006
1.0690,0.0623,0.7424,0.6748,1.005
1.0690,0.0440,0.7363,0.6567,0.988
1.0700,0.0440,0.7363,0.6567,0.988
1.0810,0.0474,0.7434,0.6426,0.984
1.0930,0.0425,0.7412,0.6277,0.972
1.1180,0.0445,0.7442,0.6233,0.972
1.1200,0.0503,0.7439,0.6323,0.978
1.1210,0.0506,0.7383,0.6421,0.980
1.1280,0.0545,0.7373,0.6565,0.989
1.1380,0.0506,0.7327,0.6592,0.987
1.1480,0.0515,0.7337,0.6602,0.988
1.1580,0.0586,0.7341,0.6575,0.987
1.1680,0.0476,0.7354,0.6487,0.982
1.1920,0.0452,0.7361,0.6396,0.976
1.1930,0.0303,0.7354,0.6316,0.970
1.2160,0.0186,0.7234,0.6294,0.959
1.2180,0.0239,0.7300,0.6340,0.967
1.2180,0.0335,0.7295,0.6345,0.967
1.2310,0.0464,0.7295,0.6506,0.979
1.2400,0.0472,0.7300,0.6511,0.979
1.2510,0.0337,0.7312,0.6604,0.986
1.2600,0.0237,0.7293,0.6484,0.976
1.2710,0.0310,0.7315,0.6360,0.970
1.2910,0.0442,0.7351,0.6289,0.968
1.2930,0.0467,0.7368,0.6213,0.965
1.3200,0.0440,0.7327,0.6196,0.961
1.3210,0.0359,0.7398,0.6221,0.967
1.3220,0.0454,0.7407,0.6450,0.983
1.3320,0.0511,0.7432,0.6602,0.995
1.3410,0.0535,0.7380,0.6611,0.992
1.3520,0.0386,0.7371,0.6514,0.984
1.3610,0.0459,0.7412,0.6472,0.985
1.3710,0.0552,0.7420,0.6416,0.982
1.3910,0.0567,0.7424,0.6418,0.983
1.3930,0.0564,0.7461,0.6472,0.989
1.4160,0.0608,0.7461,0.6621,0.999
1.4180,0.0564,0.7468,0.6831,1.014
1.4220,0.0462,0.7461,0.6763,1.008
1.4320,0.0440,0.7417,0.6631,0.996
1.4420,0.0349,0.7446,0.6538,0.992
1.4520,0.0374,0.7415,0.6357,0.977
1.4670,0.0450,0.7490,0.6291,0.979
1.4720,0.0599,0.7478,0.6223,0.975
1.4830,0.0547,0.7486,0.6321,0.981
1.4930,0.0464,0.7446,0.6575,0.994
1.5090,0.0613,0.7454,0.6707,1.005
1.5340,0.0567,0.7464,0.6756,1.008
1.5360,0.0498,0.7368,0.6719,0.998
