time,gFx,gFy,gFz,TgF
0.0030,0.0264,0.3669,0.9284,0.999
0.0040,0.0296,0.3574,0.9194,0.987
0.0040,0.0337,0.3630,0.9182,0.988
0.0170,0.0298,0.3550,0.9248,0.991
0.0630,0.0410,0.3560,0.9335,1.000
0.0630,0.0413,0.3701,0.9355,1.007
0.0640,0.0469,0.3682,0.9223,0.994
0.0640,0.0584,0.3684,0.9218,0.994
0.0650,0.0650,0.3762,0.9125,0.989
0.0780,0.0559,0.3789,0.9013,0.979
0.0900,0.0501,0.3792,0.8920,0.971
0.0990,0.0450,0.3628,0.9108,0.981
0.1020,0.0276,0.3435,0.9333,0.995
0.1160,0.0252,0.3433,0.9348,0.996
0.1330,0.0318,0.3476,0.9355,0.999
0.1340,0.0430,0.3525,0.9340,0.999
0.1500,0.0327,0.3584,0.9372,1.004
0.1530,0.0288,0.3498,0.9419,1.005
0.1620,0.0344,0.3484,0.9328,0.996
0.1720,0.0452,0.3498,0.9228,0.988
0.1820,0.0491,0.3618,0.9194,0.989
0.1920,0.0418,0.3669,0.9208,0.992
0.2030,0.0203,0.3704,0.9172,0.989
0.2120,0.0327,0.3611,0.9184,0.987
0.2220,0.0410,0.3474,0.9226,0.987
0.2360,0.0283,0.3430,0.9223,0.984
0.2420,0.0186,0.3472,0.9186,0.982
0.2530,0.0347,0.3481,0.9208,0.985
0.2620,0.0335,0.3621,0.9164,0.986
0.2720,0.0340,0.3657,0.9059,0.978
0.2820,0.0318,0.3669,0.8962,0.969
0.2930,0.0371,0.3650,0.8942,0.967
0.3020,0.0274,0.3608,0.9001,0.970
0.3160,0.0249,0.3601,0.9179,0.986
0.3270,0.0237,0.3564,0.9248,0.991
0.3320,0.0313,0.3599,0.9345,1.002
0.3430,0.0489,0.3643,0.9301,1.000
0.3530,0.0530,0.3718,0.9331,1.006
0.3630,0.0506,0.3647,0.9299,1.000
0.3740,0.0442,0.3699,0.9284,1.000
0.3860,0.0283,0.3665,0.9318,1.002
0.4050,0.0315,0.3662,0.9199,0.991
0.4070,0.0322,0.3713,0.9094,0.983
0.4170,0.0418,0.3718,0.9135,0.987
0.4410,0.0540,0.3821,0.9248,1.002
0.4420,0.0603,0.3806,0.9216,0.999
0.4430,0.0540,0.3853,0.9191,0.998
0.4540,0.0533,0.3770,0.9213,0.997
0.4660,0.0540,0.3794,0.9243,1.001
0.4740,0.0486,0.3731,0.9255,0.999
0.4840,0.0476,0.3709,0.9130,0.987
0.4930,0.0474,0.3645,0.9081,0.980
0.5040,0.0357,0.3574,0.9037,0.973
0.5140,0.0344,0.3572,0.9194,0.987
0.5250,0.0322,0.3530,0.9397,1.004
0.5350,0.0266,0.3567,0.9345,1.001
0.5440,0.0332,0.3486,0.9426,1.006
0.5550,0.0237,0.3467,0.9538,1.015
0.5650,0.0210,0.3342,0.9531,1.010
0.5750,0.0166,0.3345,0.9773,1.033
0.5850,0.0188,0.3503,1.0357,1.093
0.5940,0.0293,0.3652,0.9858,1.052
0.6050,0.0127,0.3357,0.9167,0.976
0.6210,0.0039,0.3406,0.8808,0.944
0.6280,-0.0054,0.3562,0.8964,0.965
0.6360,0.0166,0.3650,0.9028,0.974
0.6450,0.0276,0.3672,0.9040,0.976
0.6550,0.0352,0.3655,0.9013,0.973
0.6660,0.0457,0.3701,0.9045,0.978
0.6750,0.0464,0.3706,0.8937,0.969
0.6870,0.0210,0.3701,0.8847,0.959
0.6960,0.0120,0.3564,0.8730,0.943
0.7120,0.0164,0.3415,0.8766,0.941
0.7160,0.0015,0.3340,0.8923,0.953
0.7290,0.0007,0.3352,0.8952,0.956
0.7360,0.0129,0.3418,0.9130,0.975
0.7460,0.0249,0.3398,0.9441,1.004
0.7610,0.0222,0.3462,0.9277,0.990
0.7660,0.0142,0.3472,0.9228,0.986
0.7770,0.0149,0.3398,0.9101,0.972
0.7860,0.0093,0.3296,0.9218,0.979
0.7970,0.0015,0.3147,0.9218,0.974
0.8150,0.0027,0.3029,0.9182,0.967
0.8180,0.0105,0.3264,0.9333,0.989
0.8320,0.0300,0.3494,0.9397,1.003
0.8370,0.0300,0.3494,0.9397,1.003
0.8570,0.0330,0.3660,0.9370,1.006
0.8590,0.0489,0.3750,0.9140,0.989
0.8680,0.0489,0.3750,0.9140,0.989
0.8780,0.0484,0.3787,0.8967,0.975
0.8880,0.0508,0.3762,0.9091,0.985
0.8990,0.0501,0.3723,0.9096,0.984
0.9130,0.0528,0.3745,0.9262,1.000
0.9180,0.0557,0.3716,0.9284,1.002
0.9280,0.0533,0.3726,0.9279,1.001
0.9380,0.0423,0.3711,0.9399,1.011
0.9560,0.0332,0.3679,0.9265,0.997
0.9570,0.0332,0.3679,0.9265,0.997
0.9680,0.0347,0.3684,0.9272,0.998
0.9780,0.0420,0.3662,0.9392,1.009
1.0060,0.0511,0.3657,0.9475,1.017
1.0080,0.0452,0.3599,0.9528,1.020
1.0080,0.0469,0.3491,0.9553,1.018
1.0240,0.0401,0.3447,0.9431,1.005
1.0270,0.0364,0.3354,0.9387,0.997
1.0370,0.0283,0.3381,0.9494,1.008
1.0540,0.0271,0.3494,0.9389,1.002
1.0600,0.0288,0.3508,0.9301,0.995
1.0680,0.0288,0.3508,0.9301,0.995
1.0800,0.0288,0.3525,0.9204,0.986
1.0900,0.0415,0.3528,0.9113,0.978
1.0980,0.0437,0.3577,0.9142,0.983
1.1130,0.0437,0.3608,0.9179,0.987
1.1180,0.0437,0.3608,0.9179,0.987
1.1290,0.0508,0.3572,0.9177,0.986
1.1380,0.0371,0.3601,0.9323,1.000
1.1480,0.0406,0.3628,0.9309,1.000
1.1680,0.0420,0.3608,0.9262,0.995
1.1690,0.0388,0.3640,0.9245,0.994
1.1790,0.0340,0.3628,0.9277,0.997
1.1910,0.0283,0.3591,0.9206,0.989
1.1990,0.0242,0.3555,0.9199,0.986
1.2110,0.0269,0.3584,0.9221,0.990
1.2190,0.0279,0.3560,0.9213,0.988
1.2310,0.0279,0.3518,0.9331,0.998
1.2410,0.0423,0.3557,0.9397,1.006
1.2480,0.0337,0.3542,0.9353,1.001
1.2730,0.0352,0.3591,0.9357,1.003
1.2730,0.0342,0.3669,0.9272,0.998
1.2780,0.0313,0.3574,0.9431,1.009
1.2900,0.0257,0.3579,0.9485,1.014
1.3000,0.0230,0.3525,0.9348,0.999
1.3120,0.0261,0.3503,0.9235,0.988
1.3190,0.0322,0.3516,0.9103,0.976
1.3310,0.0376,0.3530,0.9023,0.970
1.3400,0.0418,0.3582,0.9167,0.985
1.3490,0.0374,0.3621,0.9079,0.978
1.3720,0.0472,0.3586,0.9160,0.985
1.3730,0.0366,0.3567,0.9194,0.987
1.3790,0.0313,0.3601,0.9111,0.980
1.3980,0.0266,0.3569,0.9057,0.974
1.4010,0.0259,0.3584,0.9128,0.981
1.4130,0.0366,0.3533,0.9169,0.983
1.4200,0.0354,0.3626,0.9169,0.987
1.4310,0.0386,0.3630,0.9196,0.989
1.4470,0.0386,0.3635,0.9301,0.999
1.4500,0.0420,0.3584,0.9289,0.997
1.4630,0.0352,0.3582,0.9284,0.996
1.4700,0.0322,0.3552,0.9284,0.995
1.4890,0.0276,0.3574,0.9255,0.992
1.4930,0.0239,0.3589,0.9152,0.983
1.5000,0.0310,0.3594,0.9142,0.983
1.5140,0.0347,0.3608,0.9120,0.981
1.5210,0.0371,0.3601,0.9167,0.986
1.5320,0.0362,0.3643,0.9226,0.993
1.5480,0.0344,0.3572,0.9235,0.991
1.5510,0.0291,0.3594,0.9289,0.996
1.5660,0.0239,0.3589,0.9245,0.992
1.5710,0.0244,0.3647,0.9304,1.000
1.5890,0.0257,0.3665,0.9201,0.991
1.5950,0.0259,0.3728,0.9018,0.976
1.6010,0.0291,0.3672,0.9025,0.975
1.6140,0.0362,0.3687,0.9084,0.981
1.6220,0.0379,0.3604,0.9292,0.997
1.6320,0.0420,0.3560,0.9441,1.010
1.6460,0.0437,0.3525,0.9384,1.003
1.6520,0.0310,0.3403,0.9367,0.997
1.6640,0.0093,0.3442,0.9177,0.980
1.6740,0.0088,0.3433,0.8986,0.962
1.6920,0.0147,0.3486,0.8923,0.958
1.6960,0.0227,0.3569,0.9069,0.975
1.7010,0.0322,0.3579,0.9169,0.985
1.7130,0.0379,0.3557,0.9355,1.002
1.7240,0.0379,0.3538,0.9458,1.010
1.7330,0.0340,0.3425,0.9629,1.023
1.7460,0.0259,0.3423,0.9670,1.026
1.7520,0.0176,0.3406,0.9333,0.994
1.7640,0.0125,0.3501,0.9062,0.972
1.7730,0.0105,0.3599,0.8920,0.962
1.7920,0.0257,0.3621,0.9084,0.978
1.7950,0.0310,0.3608,0.9348,1.002
1.8020,0.0315,0.3577,0.9406,1.007
1.8140,0.0315,0.3464,0.9365,0.999
1.8240,0.0440,0.3430,1.0100,1.068
1.8340,0.0266,0.3371,0.9638,1.021
1.8480,0.0090,0.3450,0.9228,0.985
1.8520,0.0117,0.3496,0.9035,0.969
1.8670,0.0293,0.3511,0.8979,0.965
1.8740,0.0359,0.3528,0.9133,0.980
1.8880,0.0364,0.3530,0.9355,1.001
1.8980,0.0415,0.3489,0.9382,1.002
1.9090,0.0415,0.3489,0.9382,1.002
1.9130,0.0335,0.3528,0.9338,0.999
1.9240,0.0325,0.3516,0.9182,0.984
1.9320,0.0408,0.3579,0.9111,0.980
1.9430,0.0437,0.3677,0.9138,0.986
1.9530,0.0469,0.3643,0.9196,0.990
1.9630,0.0493,0.3633,0.9238,0.994
1.9740,0.0401,0.3567,0.9355,1.002
1.9860,0.0396,0.3560,0.9260,0.993
2.0070,0.0342,0.3574,0.9333,1.000
2.0080,0.0342,0.3574,0.9333,1.000
2.0200,0.0322,0.3486,0.9309,0.995
2.0240,0.0320,0.3550,0.9279,0.994
2.0330,0.0322,0.3508,0.9243,0.989
2.0450,0.0332,0.3520,0.9223,0.988
2.0520,0.0335,0.3589,0.9321,0.999
2.0630,0.0452,0.3555,0.9289,0.996
2.0850,0.0564,0.3586,0.9294,0.998
2.0860,0.0486,0.3606,0.9296,0.998
2.1010,0.0342,0.3577,0.9182,0.986
2.1040,0.0242,0.3533,0.9084,0.975
2.1140,0.0154,0.3555,0.9069,0.974
2.1250,0.0144,0.3533,0.9113,0.977
2.1340,0.0200,0.3525,0.9189,0.984
2.1440,0.0247,0.3518,0.9323,0.997
2.1540,0.0354,0.3601,0.9384,1.006
2.1650,0.0384,0.3582,0.9502,1.016
2.1860,0.0530,0.3562,0.9499,1.016
2.1900,0.0425,0.3594,0.9458,1.013
2.1950,0.0425,0.3594,0.9458,1.013
2.2050,0.0320,0.3535,0.9226,0.988
2.2150,0.0320,0.3535,0.9226,0.988
2.2280,0.0274,0.3433,0.9008,0.964
2.2350,0.0274,0.3433,0.9008,0.964
2.2470,0.0193,0.3462,0.9077,0.972
2.2550,0.0171,0.3469,0.9240,0.987
2.2650,0.0188,0.3418,0.9233,0.985
2.2810,0.0191,0.3450,0.9228,0.985
2.2850,0.0156,0.3503,0.9174,0.982
2.2970,0.0235,0.3467,0.9057,0.970
2.3050,0.0242,0.3538,0.8954,0.963
2.3170,0.0239,0.3591,0.9013,0.971
2.3260,0.0259,0.3567,0.9118,0.979
2.3350,0.0354,0.3611,0.9270,0.995
2.3450,0.0381,0.3555,0.9428,1.008
2.3550,0.0325,0.3464,0.9548,1.016
2.3650,0.0320,0.3472,0.9526,1.014
2.3810,0.0235,0.3452,0.9465,1.008
2.3880,0.0227,0.3481,0.9411,1.004
2.3980,0.0266,0.3494,0.9404,1.004
2.4060,0.0305,0.3503,0.9289,0.993
2.4160,0.0249,0.3547,0.9262,0.992
2.4300,0.0293,0.3582,0.9262,0.993
2.4360,0.0384,0.3550,0.9248,0.991
2.4460,0.0369,0.3520,0.9284,0.994
2.4560,0.0384,0.3552,0.9348,1.001
2.4660,0.0293,0.3474,0.9343,0.997
2.4840,0.0257,0.3398,0.9279,0.989
2.4920,0.0222,0.3401,0.9194,0.981
2.4980,0.0129,0.3459,0.9194,0.982
2.5070,0.0291,0.3530,0.9118,0.978
2.5160,0.0330,0.3513,0.9147,0.980
2.5280,0.0357,0.3594,0.9157,0.984
2.5370,0.0342,0.3577,0.9226,0.990
2.5480,0.0344,0.3474,0.9238,0.988
2.5600,0.0293,0.3459,0.9279,0.991
2.5670,0.0322,0.3411,0.9313,0.992
2.5770,0.0261,0.3371,0.9116,0.972
2.5880,0.0225,0.3462,0.8964,0.961
2.6010,0.0217,0.3525,0.9072,0.973
2.6130,0.0276,0.3538,0.9248,0.990
2.6210,0.0281,0.3562,0.9384,1.004
2.6300,0.0303,0.3464,0.9507,1.012
2.6400,0.0171,0.3442,0.9516,1.012
2.6480,0.0161,0.3479,0.9453,1.007
2.6640,0.0195,0.3398,0.9255,0.986
2.6670,0.0254,0.3472,0.9064,0.971
2.6800,0.0344,0.3518,0.9079,0.974
2.6870,0.0479,0.3574,0.9062,0.975
2.6990,0.0503,0.3643,0.9155,0.987
2.7210,0.0479,0.3665,0.9243,0.995
2.7240,0.0415,0.3608,0.9331,1.001
2.7330,0.0288,0.3469,0.9279,0.991
2.7410,0.0313,0.3401,0.9267,0.988
2.7490,0.0269,0.3413,0.9333,0.994
2.7610,0.0291,0.3481,0.9328,0.996
2.7670,0.0371,0.3555,0.9370,1.003
2.7810,0.0440,0.3577,0.9331,1.000
2.7880,0.0347,0.3533,0.9179,0.984
2.7980,0.0384,0.3457,0.9079,0.972
2.8280,0.0103,0.3528,0.9079,0.974
2.8290,0.0220,0.3503,0.9130,0.978
2.8290,0.0298,0.3498,0.9321,0.996
2.8370,0.0352,0.3472,0.9516,1.014
2.8480,0.0435,0.3452,0.9663,1.027
2.8600,0.0415,0.3476,0.9692,1.031
2.8680,0.0337,0.3440,0.9502,1.011
2.8780,0.0293,0.3389,0.9230,0.984
2.8900,0.0244,0.3413,0.9050,0.967
