time,gFx,gFy,gFz,TgF
0.0030,0.0286,0.3613,0.9370,1.005
0.0100,0.0225,0.3608,0.9443,1.011
0.0210,0.0142,0.3564,0.9326,0.998
0.0260,0.0110,0.3535,0.9267,0.992
0.0370,0.0117,0.3601,0.9103,0.979
0.0460,0.0117,0.3601,0.8991,0.969
0.0570,0.0088,0.3630,0.8971,0.968
0.0710,0.0056,0.3591,0.9045,0.973
0.0770,0.0095,0.3640,0.9125,0.983
0.0870,0.0125,0.3638,0.9292,0.998
0.0980,0.0166,0.3647,0.9323,1.001
0.1080,0.0188,0.3591,0.9335,1.000
0.1180,0.0198,0.3555,0.9294,0.995
0.1280,0.0176,0.3572,0.9228,0.990
0.1450,0.0169,0.3572,0.9221,0.989
0.1480,0.0117,0.3589,0.9204,0.988
0.1610,0.0164,0.3589,0.9172,0.985
0.1780,0.0151,0.3574,0.9142,0.982
0.1790,0.0127,0.3486,0.9216,0.985
0.1890,0.0127,0.3486,0.9216,0.985
0.2160,0.0181,0.3743,0.9301,1.003
0.2170,0.0242,0.3635,0.9233,0.993
0.2220,0.0247,0.3621,0.9267,0.995
0.2280,0.0217,0.3684,0.9287,0.999
0.2380,0.0161,0.3623,0.9299,0.998
0.2610,0.0169,0.3616,0.9260,0.994
0.2620,0.0159,0.3630,0.9235,0.992
0.2690,0.0183,0.3638,0.9213,0.991
0.2800,0.0134,0.3640,0.9167,0.986
0.2890,0.0117,0.3645,0.9123,0.982
0.3010,0.0156,0.3647,0.9142,0.984
0.3090,0.0210,0.3674,0.9206,0.991
0.3200,0.0156,0.3672,0.9243,0.995
0.3300,0.0183,0.3638,0.9284,0.997
0.3400,0.0173,0.3647,0.9321,1.001
0.3610,0.0166,0.3611,0.9348,1.002
0.3620,0.0208,0.3599,0.9265,0.994
0.3700,0.0151,0.3582,0.9294,0.996
0.3800,0.0266,0.3589,0.9316,0.999
0.3900,0.0239,0.3616,0.9250,0.993
0.4010,0.0318,0.3633,0.9235,0.993
0.4100,0.0254,0.3618,0.9164,0.986
0.4210,0.0220,0.3611,0.9089,0.978
0.4310,0.0274,0.3647,0.9096,0.980
0.4450,0.0288,0.3716,0.9096,0.983
0.4520,0.0276,0.3726,0.9240,0.997
0.4610,0.0300,0.3745,0.9345,1.007
0.4780,0.0264,0.3652,0.9289,0.998
0.4810,0.0227,0.3660,0.9397,1.009
0.4920,0.0178,0.3591,0.9343,1.001
0.5020,0.0171,0.3601,0.9348,1.002
0.5120,0.0191,0.3572,0.9279,0.994
0.5220,0.0159,0.3616,0.9155,0.984
0.5350,0.0230,0.3633,0.9116,0.982
0.5420,0.0169,0.3621,0.8981,0.969
0.5520,0.0191,0.3564,0.8949,0.964
0.5620,0.0257,0.3647,0.9123,0.983
0.5780,0.0291,0.3618,0.9145,0.984
0.5850,0.0269,0.3599,0.9206,0.989
0.5920,0.0293,0.3533,0.9250,0.991
0.6020,0.0232,0.3520,0.9411,1.005
0.6130,0.0093,0.3489,0.9497,1.012
0.6230,0.0188,0.3469,0.9323,0.995
0.6350,0.0176,0.3516,0.9243,0.989
0.6430,0.0117,0.3618,0.9167,0.986
0.6520,0.0213,0.3555,0.9128,0.980
0.6630,0.0183,0.3687,0.9155,0.987
0.6780,0.0271,0.3691,0.9169,0.989
0.6860,0.0266,0.3647,0.9338,1.003
0.6930,0.0161,0.3665,0.9370,1.006
0.7030,0.0154,0.3687,0.9409,1.011
0.7140,0.0093,0.3606,0.9270,0.995
0.7240,0.0066,0.3621,0.9103,0.980
0.7350,0.0088,0.3608,0.9037,0.973
0.7440,0.0142,0.3604,0.9164,0.985
0.7540,0.0217,0.3652,0.9189,0.989
0.7640,0.0205,0.3665,0.9248,0.995
0.7740,0.0261,0.3640,0.9296,0.999
0.7870,0.0188,0.3594,0.9323,0.999
0.7940,0.0183,0.3584,0.9350,1.002
0.8050,0.0110,0.3591,0.9343,1.001
0.8140,0.0112,0.3574,0.9260,0.993
0.8250,0.0151,0.3657,0.9206,0.991
0.8360,0.0176,0.3599,0.8996,0.969
0.8460,0.0217,0.3621,0.8874,0.959
0.8560,0.0147,0.3718,0.8854,0.960
0.8720,0.0276,0.3740,0.8810,0.958
0.8760,0.0186,0.3704,0.8910,0.965
0.8860,0.0254,0.3694,0.9067,0.979
0.8960,0.0293,0.3733,0.9419,1.014
0.9070,0.0274,0.3704,0.9507,1.021
0.9190,0.0254,0.3713,0.9345,1.006
0.9270,0.0242,0.3691,0.9267,0.998
0.9370,0.0193,0.3660,0.9257,0.996
0.9470,0.0247,0.3760,0.9235,0.997
0.9570,0.0188,0.3757,0.9204,0.994
0.9710,0.0213,0.3728,0.9267,0.999
0.9770,0.0193,0.3704,0.9248,0.996
0.9870,0.0132,0.3726,0.9357,1.007
0.9970,0.0337,0.3770,0.9416,1.015
1.0220,0.0237,0.3691,0.9467,1.016
1.0230,0.0127,0.3669,0.9309,1.001
1.0270,0.0232,0.3665,0.9226,0.993
1.0390,0.0322,0.3662,0.9162,0.987
1.0550,0.0330,0.3638,0.9111,0.982
1.0580,0.0205,0.3584,0.9142,0.982
