time,gFx,gFy,gFz,TgF
0.0040,0.0120,0.3843,1.0247,1.094
0.0050,0.0160,0.3803,1.0207,1.089
0.0140,0.0200,0.3803,1.0127,1.082
0.0500,0.0160,0.3763,1.0247,1.092
0.0510,0.0200,0.3682,1.0167,1.082
0.0530,0.0120,0.3803,1.0287,1.097
0.0540,0.0120,0.3682,1.0127,1.078
0.0620,0.0000,0.3682,1.0167,1.081
0.0750,0.0040,0.3723,1.0167,1.083
0.0790,0.0080,0.3763,0.9927,1.062
0.0900,0.0040,0.3723,1.0007,1.068
0.1070,0.0080,0.3642,1.0087,1.072
0.1080,0.0200,0.3682,1.0127,1.078
0.1180,0.0160,0.3642,1.0167,1.080
0.1420,0.0200,0.3602,1.0167,1.079
0.1450,0.0160,0.3763,1.0127,1.080
0.1550,0.0120,0.3803,1.0047,1.074
0.1680,0.0040,0.3803,1.0047,1.074
0.1690,0.0080,0.3763,1.0047,1.073
0.1780,0.0120,0.3803,1.0047,1.074
0.1950,0.0040,0.3763,1.0247,1.092
0.2110,0.0040,0.3723,1.0287,1.094
0.2120,0.0000,0.3642,1.0207,1.084
0.2240,-0.0080,0.3723,1.0087,1.075
0.2330,-0.0080,0.3682,1.0127,1.078
0.2390,-0.0040,0.3682,1.0287,1.093
0.2480,-0.0080,0.3723,1.0207,1.086
0.2580,-0.0080,0.3763,1.0167,1.084
0.2720,0.0040,0.3763,1.0127,1.080
0.2800,0.0080,0.3763,1.0167,1.084
0.2880,0.0080,0.3682,1.0247,1.089
0.3060,0.0040,0.3682,1.0287,1.093
0.3080,0.0040,0.3723,1.0327,1.098
0.3190,-0.0040,0.3642,1.0247,1.088
0.3300,0.0000,0.3642,1.0327,1.095
0.3380,-0.0080,0.3682,1.0367,1.100
0.3480,0.0040,0.3642,1.0247,1.088
0.3580,0.0120,0.3602,1.0287,1.090
0.3680,-0.0160,0.3642,1.0327,1.095
0.3780,-0.0080,0.3602,1.0247,1.086
0.3880,-0.0040,0.3562,1.0327,1.092
0.4080,-0.0080,0.3522,1.0327,1.091
0.4180,-0.0040,0.3602,1.0247,1.086
0.4280,0.0040,0.3642,1.0287,1.091
0.4380,0.0040,0.3562,1.0127,1.074
0.4490,0.0000,0.3562,1.0127,1.074
0.4580,0.0040,0.3682,1.0127,1.078
0.4680,0.0040,0.3763,1.0007,1.069
0.4810,0.0080,0.3723,1.0007,1.068
0.4880,0.0040,0.3723,1.0127,1.079
0.4980,0.0000,0.3723,1.0127,1.079
0.5080,0.0040,0.3803,1.0087,1.078
0.5180,0.0080,0.3723,1.0087,1.075
0.5320,0.0040,0.3803,1.0127,1.082
0.5380,0.0120,0.3682,0.9526,1.021
0.5480,0.0040,0.3803,1.0207,1.089
0.5580,0.0040,0.3803,1.0407,1.108
0.5680,0.0000,0.3723,0.9446,1.015
0.5800,0.0000,0.3763,0.9687,1.039
0.5880,0.0040,0.3803,0.9927,1.063
0.5980,0.0040,0.3723,1.0167,1.083
0.6080,0.0040,0.3803,1.0087,1.078
