time,gFx,gFy,gFz,TgF
0.0040,0.6039,0.0088,0.7640,0.974
0.0050,0.6171,0.0095,0.7601,0.979
0.0170,0.6154,0.0159,0.7650,0.982
0.0280,0.6174,0.0181,0.7660,0.984
0.0310,0.6091,0.0176,0.7733,0.984
0.0420,0.6122,0.0110,0.7706,0.984
0.0530,0.6179,0.0117,0.7708,0.988
0.0610,0.6130,0.0217,0.7657,0.981
0.0710,0.6135,0.0266,0.7640,0.980
0.0820,0.6100,0.0208,0.7738,0.986
0.0910,0.6179,0.0237,0.7840,0.999
0.1140,0.6193,0.0249,0.7879,1.003
0.1150,0.6147,0.0230,0.8031,1.012
0.1230,0.6132,0.0178,0.7967,1.006
0.1320,0.6120,0.0237,0.7911,1.000
0.1420,0.6181,0.0173,0.7953,1.007
0.1530,0.6200,0.0169,0.7904,1.005
0.1620,0.6166,0.0164,0.7967,1.008
0.1720,0.6174,0.0203,0.7882,1.001
0.1970,0.6196,0.0134,0.7843,1.000
0.2010,0.6205,0.0198,0.7867,1.002
0.2150,0.6127,0.0154,0.7921,1.002
0.2160,0.6042,0.0139,0.7914,0.996
0.2290,0.6113,0.0081,0.7977,1.005
0.2360,0.6154,0.0076,0.7906,1.002
0.2430,0.6200,0.0139,0.7718,0.990
0.2530,0.6196,0.0159,0.7750,0.992
0.2640,0.6205,0.0188,0.7899,1.005
0.2730,0.6142,0.0139,0.7955,1.005
0.2970,0.6029,0.0203,0.7791,0.985
0.2980,0.5986,0.0188,0.7489,0.959
0.3040,0.6064,0.0129,0.7523,0.966
0.3150,0.6103,0.0154,0.7686,0.982
0.3300,0.6113,0.0147,0.7711,0.984
0.3370,0.6083,0.0281,0.7640,0.977
0.3440,0.6059,0.0254,0.7591,0.972
0.3540,0.6130,0.0173,0.7620,0.978
0.3650,0.6240,0.0110,0.7591,0.983
0.3800,0.6227,0.0186,0.7620,0.984
0.3870,0.6200,0.0139,0.7765,0.994
0.3950,0.6081,0.0203,0.7916,0.998
0.4060,0.6088,0.0195,0.7796,0.989
0.4150,0.6130,0.0181,0.7818,0.994
0.4250,0.6171,0.0225,0.7877,1.001
0.4460,0.6117,0.0217,0.7682,0.982
0.4470,0.6069,0.0247,0.7772,0.986
0.4550,0.6122,0.0193,0.7823,0.994
0.4650,0.6149,0.0186,0.7777,0.992
0.4800,0.6205,0.0186,0.7735,0.992
0.4870,0.6179,0.0181,0.7745,0.991
0.4950,0.6200,0.0169,0.7772,0.994
0.5130,0.6205,0.0122,0.7774,0.995
0.5150,0.6186,0.0137,0.7745,0.991
0.5260,0.6242,0.0161,0.7818,1.001
0.5370,0.6169,0.0203,0.7755,0.991
0.5460,0.6105,0.0225,0.7567,0.973
0.5560,0.6132,0.0208,0.7554,0.973
0.5660,0.6227,0.0156,0.7730,0.993
0.5760,0.6215,0.0073,0.7826,0.999
0.5970,0.6196,0.0093,0.7936,1.007
0.5980,0.6083,0.0112,0.7965,1.002
0.6070,0.6083,0.0151,0.7777,0.987
0.6190,0.6159,0.0149,0.7699,0.986
0.6280,0.6232,0.0193,0.7545,0.979
0.6380,0.6200,0.0183,0.7552,0.977
0.6480,0.6230,0.0137,0.7579,0.981
0.6580,0.6266,0.0220,0.7594,0.985
0.6690,0.6301,0.0261,0.7765,1.000
0.6780,0.6303,0.0195,0.7894,1.010
0.6890,0.6286,0.0144,0.7897,1.009
0.6980,0.6264,0.0164,0.7713,0.994
0.7090,0.6262,0.0186,0.7887,1.007
0.7200,0.6301,0.0120,0.7877,1.009
0.7290,0.6310,0.0164,0.7784,1.002
0.7400,0.6281,0.0112,0.7892,1.009
0.7490,0.6340,0.0027,0.7897,1.013
0.7590,0.6298,0.0081,0.7904,1.011
