time,gFx,gFy,gFz,TgF
0.0030,0.5775,0.0034,0.8102,0.995
0.0090,0.5761,0.0086,0.8036,0.989
0.0190,0.5795,0.0176,0.8011,0.989
0.0320,0.5807,0.0227,0.7982,0.987
0.0390,0.5724,0.0227,0.8087,0.991
0.0490,0.5687,0.0276,0.8048,0.986
0.0600,0.5707,0.0198,0.7997,0.983
0.0690,0.5751,0.0125,0.7958,0.982
0.0820,0.5812,0.0171,0.7982,0.988
0.0900,0.5800,0.0142,0.8097,0.996
0.1010,0.5771,0.0210,0.8043,0.990
0.1100,0.5822,0.0132,0.8024,0.991
0.1200,0.5832,0.0239,0.7928,0.984
0.1330,0.5883,0.0283,0.8031,0.996
0.1410,0.5790,0.0296,0.8131,0.999
0.1510,0.5768,0.0257,0.8107,0.995
0.1630,0.5717,0.0205,0.7960,0.980
0.1750,0.5802,0.0159,0.7894,0.980
0.1830,0.5834,0.0210,0.7945,0.986
0.1910,0.5824,0.0205,0.8075,0.996
0.2010,0.5773,0.0188,0.8112,0.996
0.2110,0.5736,0.0215,0.8104,0.993
0.2210,0.5846,0.0161,0.8136,1.002
0.2320,0.5814,0.0105,0.8153,1.001
0.2410,0.5687,0.0090,0.8138,0.993
0.2650,0.5773,0.0122,0.8107,0.995
0.2650,0.5797,0.0169,0.8055,0.993
0.2720,0.5780,0.0107,0.8177,1.001
0.2820,0.5731,0.0054,0.8314,1.010
0.2920,0.5685,-0.0005,0.8195,0.997
0.3020,0.5612,0.0151,0.8063,0.982
0.3120,0.5685,0.0210,0.7977,0.980
0.3220,0.5751,0.0269,0.7938,0.981
0.3320,0.5700,0.0215,0.8060,0.987
0.3420,0.5712,0.0193,0.8055,0.988
0.3590,0.5700,0.0156,0.8050,0.987
0.3620,0.5700,0.0288,0.7914,0.976
0.3720,0.5673,0.0237,0.7838,0.968
0.3830,0.5749,0.0198,0.7977,0.983
0.3930,0.5807,0.0230,0.8197,1.005
0.4030,0.5819,0.0235,0.8209,1.007
0.4160,0.5714,0.0159,0.8094,0.991
0.4220,0.5773,0.0164,0.8009,0.987
0.4330,0.5780,0.0156,0.7960,0.984
0.4440,0.5812,0.0176,0.7967,0.986
0.4590,0.5805,0.0193,0.8043,0.992
0.4650,0.5829,0.0244,0.8055,0.995
0.4730,0.5788,0.0303,0.8060,0.993
0.4840,0.5827,0.0200,0.8146,1.002
0.4930,0.5778,0.0171,0.8229,1.006
0.5040,0.5756,0.0164,0.8177,1.000
0.5150,0.5731,0.0193,0.8119,0.994
0.5230,0.5802,0.0188,0.8080,0.995
0.5340,0.5883,0.0134,0.8041,0.996
0.5440,0.5753,0.0122,0.8014,0.987
0.5600,0.5719,0.0073,0.8011,0.984
0.5650,0.5746,0.0059,0.7994,0.985
0.5740,0.5724,-0.0010,0.8014,0.985
0.5850,0.5800,0.0051,0.8031,0.991
0.5940,0.5780,0.0134,0.7972,0.985
0.6040,0.5788,0.0107,0.8019,0.989
0.6150,0.5766,0.0139,0.8058,0.991
0.6240,0.5756,0.0105,0.8131,0.996
0.6340,0.5731,0.0144,0.8163,0.998
0.6440,0.5705,0.0142,0.7992,0.982
0.6590,0.5736,0.0171,0.8097,0.992
0.6660,0.5775,0.0120,0.8243,1.007
0.6740,0.5851,0.0090,0.8392,1.023
0.6850,0.5731,0.0149,0.8199,1.001
0.6960,0.5712,0.0230,0.7904,0.975
0.7060,0.5763,0.0178,0.7911,0.979
0.7170,0.5773,0.0110,0.8072,0.992
0.7260,0.5717,0.0100,0.8112,0.992
0.7360,0.5734,0.0151,0.8168,0.998
0.7460,0.5717,0.0090,0.8185,0.998
0.7570,0.5680,0.0105,0.7999,0.981
0.7670,0.5656,0.0098,0.7914,0.973
0.7770,0.5753,0.0178,0.7926,0.980
0.7870,0.5812,0.0134,0.8021,0.991
0.7990,0.5785,0.0147,0.8050,0.991
0.8070,0.5714,0.0208,0.7999,0.983
0.8160,0.5634,0.0159,0.8026,0.981
0.8280,0.5695,0.0107,0.8119,0.992
0.8370,0.5766,0.0086,0.8202,1.003
0.8520,0.5810,0.0066,0.8109,0.998
0.8560,0.5753,0.0154,0.7989,0.985
0.8670,0.5739,0.0205,0.7897,0.976
0.8770,0.5775,0.0151,0.7931,0.981
0.8880,0.5876,0.0181,0.8031,0.995
0.8980,0.5768,0.0166,0.8160,0.999
0.9080,0.5783,0.0103,0.8173,1.001
0.9190,0.5844,0.0100,0.8214,1.008
0.9280,0.5876,0.0100,0.8341,1.020
0.9380,0.5834,0.0115,0.8197,1.006
0.9530,0.5771,0.0083,0.8070,0.992
0.9580,0.5822,0.0068,0.8136,1.000
0.9680,0.5856,0.0061,0.8221,1.009
0.9790,0.5861,0.0064,0.8204,1.008
0.9880,0.5849,0.0049,0.8146,1.003
0.9990,0.5827,0.0103,0.8068,0.995
1.0210,0.5753,-0.0012,0.8060,0.990
1.0230,0.5793,-0.0034,0.8243,1.008
1.0340,0.5795,-0.0095,0.8177,1.002
1.0390,0.5810,-0.0066,0.8055,0.993
1.0490,0.5802,-0.0076,0.8180,1.003
1.0580,0.5844,-0.0103,0.8270,1.013
1.0710,0.5788,-0.0083,0.8209,1.004
