time,gFx,gFy,gFz,TgF
0.0050,0.1373,0.4097,0.8884,0.988
0.0060,0.2062,0.4148,0.9382,1.046
0.0200,0.1498,0.4192,0.9546,1.053
0.0310,0.0897,0.4178,0.8754,0.974
0.0350,0.0882,0.3994,0.8485,0.942
0.0460,0.0960,0.3958,0.8783,0.968
0.0560,0.1302,0.4217,0.9045,1.006
0.0660,0.1573,0.4466,0.9111,1.027
0.0780,0.1226,0.4317,0.9052,1.010
0.0850,0.0960,0.4231,0.9279,1.024
0.0960,0.0694,0.4156,0.9565,1.045
0.1070,0.0682,0.4121,0.9638,1.050
0.1160,0.0652,0.4095,0.9568,1.043
0.1390,0.0779,0.4226,0.9367,1.031
0.1400,0.0748,0.4205,0.8991,0.995
0.1460,0.0796,0.4200,0.8840,0.982
0.1570,0.0743,0.4275,0.8815,0.983
0.1720,0.0667,0.4234,0.8874,0.985
0.1790,0.0669,0.4153,0.8932,0.987
0.1870,0.0645,0.4175,0.8993,0.994
0.1970,0.0657,0.4087,0.8979,0.989
0.2090,0.0713,0.4146,0.8908,0.985
0.2220,0.0623,0.4168,0.8742,0.970
0.2290,0.0611,0.4202,0.8717,0.970
0.2380,0.0569,0.4126,0.8666,0.962
0.2550,0.0530,0.4143,0.8556,0.952
0.2580,0.0379,0.4134,0.8541,0.950
0.2680,0.0403,0.4119,0.8537,0.949
0.2790,0.0472,0.4114,0.8566,0.951
0.2890,0.0515,0.4183,0.8566,0.955
0.2990,0.0550,0.4163,0.8541,0.952
0.3120,0.0472,0.4121,0.8537,0.949
0.3190,0.0503,0.4112,0.8549,0.950
0.3300,0.0513,0.4129,0.8617,0.957
0.3400,0.0547,0.4175,0.8588,0.956
0.3550,0.0550,0.4190,0.8600,0.958
0.3610,0.0496,0.4109,0.8581,0.953
0.3700,0.0562,0.4124,0.8734,0.968
0.3810,0.0540,0.4117,0.9001,0.991
0.3910,0.0481,0.4029,0.9079,0.994
0.4010,0.0403,0.4099,0.9184,1.007
0.4110,0.0454,0.4036,0.9228,1.008
0.4210,0.0528,0.4119,0.9272,1.016
0.4310,0.0552,0.4139,0.9245,1.014
0.4410,0.0596,0.4087,0.9204,1.009
0.4550,0.0462,0.4068,0.9142,1.002
