time,gFx,gFy,gFz,TgF
0.0040,0.0872,0.4273,0.8559,0.961
0.0110,0.1029,0.4180,0.8339,0.938
0.0270,0.1011,0.4261,0.8436,0.951
0.0300,0.0804,0.4317,0.8764,0.980
0.0400,0.0691,0.4295,0.9343,1.031
0.0510,0.1214,0.4390,1.0276,1.124
0.0610,0.0581,0.4395,0.9809,1.076
0.0770,0.0242,0.4390,0.9196,1.019
0.0810,0.0418,0.4319,0.8971,0.997
0.0910,0.0474,0.4544,0.9267,1.033
0.1010,0.0655,0.4522,0.9243,1.031
0.1110,0.0704,0.4432,0.8940,1.000
0.1220,0.0667,0.4476,0.8852,0.994
0.1310,0.0726,0.4437,0.8637,0.974
0.1410,0.0796,0.4358,0.8774,0.983
0.1510,0.0836,0.4405,0.9003,1.006
0.1660,0.0843,0.4393,0.9101,1.014
0.1730,0.0718,0.4405,0.8991,1.004
0.1820,0.0662,0.4432,0.8778,0.986
0.1920,0.0613,0.4432,0.8647,0.974
0.2020,0.0611,0.4354,0.8693,0.974
0.2130,0.0647,0.4358,0.8673,0.973
0.2220,0.0577,0.4314,0.8796,0.981
0.2320,0.0491,0.4327,0.8974,0.997
0.2430,0.0506,0.4190,0.9003,0.994
0.2530,0.0694,0.4327,0.9064,1.007
0.2630,0.0515,0.4214,0.9020,0.997
0.2740,0.0552,0.4178,0.8915,0.986
0.2840,0.0559,0.4209,0.8737,0.971
0.2940,0.0569,0.4236,0.8693,0.969
0.3070,0.0608,0.4231,0.8725,0.972
0.3130,0.0594,0.4270,0.8874,0.987
0.3240,0.0525,0.4209,0.8908,0.987
0.3340,0.0403,0.4119,0.8971,0.988
0.3440,0.0357,0.4085,0.9052,0.994
0.3670,0.0305,0.4019,0.9011,0.987
0.3680,0.0313,0.4038,0.8942,0.982
0.3750,0.0410,0.4175,0.8869,0.981
0.3850,0.0406,0.4222,0.8910,0.987
0.3950,0.0457,0.4187,0.8967,0.991
0.4060,0.0432,0.4168,0.9008,0.994
0.4150,0.0442,0.4173,0.9094,1.002
0.4250,0.0467,0.4139,0.9182,1.008
0.4360,0.0523,0.4212,0.9128,1.007
0.4500,0.0501,0.4236,0.9138,1.008
0.4570,0.0533,0.4251,0.9113,1.007
0.4660,0.0450,0.4263,0.9074,1.004
0.4770,0.0430,0.4261,0.9006,0.997
0.4890,0.0518,0.4280,0.9047,1.002
0.4970,0.0474,0.4292,0.9101,1.007
0.5070,0.0430,0.4314,0.9111,1.009
0.5170,0.0391,0.4275,0.9084,1.005
0.5270,0.0352,0.4244,0.9091,1.004
0.5490,0.0308,0.4195,0.9108,1.003
0.5500,0.0349,0.4109,0.9015,0.991
0.5570,0.0425,0.4085,0.8996,0.989
0.5680,0.0450,0.4104,0.9206,1.009
0.5780,0.0498,0.4129,0.9257,1.015
0.5890,0.0523,0.4104,0.9172,1.006
0.5970,0.0537,0.4153,0.9035,0.996
0.6080,0.0594,0.4146,0.8957,0.989
0.6180,0.0503,0.4168,0.8952,0.989
0.6280,0.0364,0.4136,0.8932,0.985
0.6490,0.0384,0.4082,0.8903,0.980
0.6500,0.0335,0.4200,0.9028,0.996
0.6590,0.0315,0.4175,0.9037,0.996
0.6680,0.0376,0.4185,0.8986,0.992
0.6780,0.0408,0.4165,0.9020,0.994
0.6890,0.0423,0.4214,0.8984,0.993
0.6980,0.0467,0.4266,0.8869,0.985
0.7090,0.0452,0.4222,0.8793,0.976
0.7210,0.0379,0.4261,0.8734,0.973
0.7290,0.0279,0.4258,0.8732,0.972
0.7430,0.0325,0.4212,0.8844,0.980
0.7490,0.0369,0.4270,0.9042,1.001
0.7600,0.0413,0.4285,0.9101,1.007
0.7740,0.0423,0.4319,0.9020,1.001
0.7800,0.0366,0.4241,0.8986,0.994
0.7910,0.0318,0.4288,0.8881,0.987
0.8010,0.0288,0.4263,0.8881,0.986
0.8110,0.0264,0.4121,0.8935,0.984
0.8230,0.0308,0.4190,0.8888,0.983
0.8310,0.0232,0.4285,0.8844,0.983
0.8420,0.0252,0.4202,0.8935,0.988
0.8520,0.0386,0.4163,0.9037,0.996
0.8630,0.0396,0.4280,0.9040,1.001
0.8750,0.0271,0.4234,0.9003,0.995
0.8820,0.0252,0.4197,0.8981,0.992
0.8920,0.0283,0.4207,0.8981,0.992
0.9020,0.0337,0.4158,0.8989,0.991
0.9130,0.0261,0.4231,0.8981,0.993
0.9230,0.0244,0.4236,0.8969,0.992
0.9330,0.0347,0.4248,0.8984,0.994
0.9430,0.0396,0.4312,0.9086,1.007
0.9540,0.0332,0.4319,0.9074,1.006
0.9640,0.0362,0.4263,0.8849,0.983
0.9760,0.0274,0.4212,0.8742,0.971
0.9830,0.0230,0.4205,0.8791,0.975
0.9940,0.0266,0.4136,0.8898,0.982
1.0060,0.0259,0.4217,0.8864,0.982
1.0310,0.0254,0.4270,0.8776,0.976
1.0330,0.0181,0.4156,0.8593,0.955
1.0330,0.0283,0.4148,0.8620,0.957
1.0450,0.0388,0.4219,0.8783,0.975
1.0610,0.0379,0.4275,0.8903,0.988
1.0640,0.0315,0.4217,0.8869,0.983
1.0740,0.0257,0.4126,0.8915,0.983
1.0850,0.0259,0.4148,0.9006,0.992
1.0950,0.0279,0.4190,0.9077,1.000
1.1050,0.0276,0.4253,0.9015,0.997
1.1150,0.0217,0.4263,0.8974,0.994
1.1250,0.0215,0.4231,0.8910,0.987
1.1370,0.0279,0.4275,0.8898,0.988
1.1460,0.0291,0.4310,0.8898,0.989
1.1590,0.0249,0.4256,0.8962,0.992
1.1650,0.0293,0.4263,0.8969,0.993
1.1760,0.0266,0.4280,0.9008,0.998
1.1870,0.0303,0.4297,0.9045,1.002
1.1960,0.0300,0.4317,0.9074,1.005
1.2060,0.0303,0.4341,0.9001,1.000
1.2170,0.0308,0.4336,0.8918,0.992
1.2270,0.0266,0.4346,0.8891,0.990
1.2390,0.0237,0.4363,0.8967,0.997
1.2470,0.0283,0.4407,0.8993,1.002
1.2570,0.0198,0.4393,0.8906,0.993
1.2680,0.0151,0.4292,0.8896,0.988
1.2770,0.0203,0.4305,0.8908,0.990
1.2890,0.0183,0.4290,0.8969,0.994
1.2980,0.0261,0.4280,0.9069,1.003
1.3080,0.0222,0.4256,0.9042,1.000
1.3180,0.0213,0.4283,0.8930,0.991
1.3290,0.0200,0.4202,0.8947,0.989
1.3390,0.0232,0.4300,0.8927,0.991
1.3490,0.0176,0.4368,0.8996,1.000
1.3590,0.0171,0.4268,0.9072,1.003
1.3690,0.0227,0.4270,0.9025,0.999
1.3790,0.0191,0.4266,0.9020,0.998
1.3900,0.0342,0.4339,0.8998,1.000
1.4000,0.0247,0.4297,0.9081,1.005
1.4090,0.0281,0.4263,0.9003,0.997
1.4190,0.0235,0.4226,0.8969,0.992
1.4300,0.0217,0.4219,0.8896,0.985
1.4390,0.0244,0.4231,0.8935,0.989
1.4500,0.0186,0.4329,0.9037,1.002
1.4600,0.0269,0.4349,0.9077,1.007
1.4690,0.0247,0.4314,0.9008,0.999
1.4800,0.0291,0.4322,0.8886,0.989
1.4900,0.0210,0.4292,0.8949,0.993
1.5000,0.0205,0.4217,0.8974,0.992
1.5110,0.0247,0.4305,0.8901,0.989
1.5230,0.0227,0.4307,0.8920,0.991
1.5310,0.0171,0.4327,0.8925,0.992
1.5400,0.0293,0.4263,0.8906,0.988
1.5510,0.0247,0.4363,0.8959,0.997
1.5610,0.0271,0.4288,0.8947,0.993
1.5760,0.0261,0.4273,0.8949,0.992
1.5820,0.0215,0.4290,0.8935,0.991
1.5920,0.0156,0.4319,0.8967,0.995
1.6020,0.0195,0.4295,0.8923,0.990
1.6120,0.0183,0.4280,0.8910,0.989
1.6230,0.0098,0.4317,0.8913,0.990
