time,gFx,gFy,gFz,TgF
0.0020,0.0520,0.5444,0.8966,1.050
0.0040,0.0640,0.5444,0.8926,1.047
0.0130,0.0600,0.5564,0.8806,1.043
0.0250,0.0520,0.5524,0.8886,1.048
0.0330,0.0400,0.5524,0.9086,1.064
0.0430,0.0360,0.5564,0.9246,1.080
0.0530,0.0320,0.5524,0.9406,1.091
0.0700,0.0320,0.5604,0.9526,1.106
0.0750,0.0360,0.5604,0.9607,1.113
0.0830,0.0400,0.5524,0.9526,1.102
0.0930,0.0560,0.5484,0.9246,1.076
0.1070,0.0440,0.5684,0.9166,1.079
0.1150,0.0440,0.5684,0.9206,1.083
0.1240,0.0280,0.5684,0.9246,1.086
0.1340,0.0240,0.5604,0.9446,1.099
0.1430,0.0240,0.5684,0.9286,1.089
0.1590,0.0280,0.5484,0.9526,1.100
0.1710,0.0320,0.5484,0.9887,1.131
0.1790,0.0240,0.5444,0.9086,1.059
0.1910,0.0320,0.5404,0.8966,1.047
0.1960,0.0160,0.5324,0.8886,1.036
0.2090,0.0080,0.5324,0.8926,1.039
0.2250,0.0160,0.5404,0.9006,1.050
0.2260,0.0160,0.5404,0.9366,1.081
0.2360,0.0160,0.5404,0.9246,1.071
0.2430,0.0080,0.5444,0.9326,1.080
0.2580,0.0160,0.5484,0.9166,1.068
0.2660,0.0160,0.5404,0.9046,1.054
0.2740,0.0160,0.5404,0.8966,1.047
0.2830,0.0240,0.5404,0.8966,1.047
0.2930,0.0240,0.5244,0.9046,1.046
0.3070,0.0200,0.5284,0.9006,1.044
0.3150,0.0360,0.5324,0.9006,1.047
0.3240,0.0200,0.5404,0.9046,1.054
0.3350,0.0000,0.5444,0.8886,1.042
0.3430,0.0000,0.5444,0.8966,1.049
0.3590,0.0000,0.5404,0.8926,1.043
0.3680,0.0040,0.5404,0.8926,1.043
0.3730,0.0040,0.5444,0.9006,1.052
0.3840,0.0040,0.5484,0.9126,1.065
0.3930,0.0120,0.5484,0.9166,1.068
0.4080,0.0200,0.5484,0.9366,1.086
0.4160,0.0160,0.5524,0.9326,1.084
0.4230,0.0120,0.5564,0.9446,1.096
0.4340,0.0120,0.5524,0.9446,1.094
0.4630,0.0120,0.5524,0.9246,1.077
0.4640,0.0120,0.5564,0.9366,1.089
0.4650,0.0200,0.5524,0.9406,1.091
0.4740,0.0240,0.5444,0.9446,1.091
0.4830,0.0200,0.5484,0.9486,1.096
0.4930,0.0200,0.5524,0.9446,1.094
0.5030,0.0240,0.5524,0.9647,1.112
0.5140,0.0200,0.5644,0.9607,1.114
0.5230,0.0200,0.5724,0.9607,1.118
0.5340,0.0120,0.5604,0.9566,1.109
0.5430,-0.0040,0.5564,0.9486,1.100
0.5540,0.0000,0.5604,0.9086,1.068
0.5660,-0.0040,0.5604,0.9046,1.064
0.5730,0.0160,0.5764,0.9006,1.069
0.5830,0.0360,0.5684,0.8966,1.062
0.5930,0.0240,0.5524,0.9126,1.067
0.6040,0.0240,0.5484,0.9046,1.058
0.6150,0.0200,0.5644,0.9126,1.073
0.6230,0.0240,0.5604,0.9086,1.068
0.6340,0.0360,0.5804,0.9006,1.072
0.6430,0.0360,0.5844,0.9086,1.081
0.6540,0.0240,0.5844,0.9046,1.077
0.6650,0.0320,0.5764,0.8926,1.063
0.6730,0.0280,0.5724,0.9086,1.074
0.6830,0.0200,0.5644,0.9246,1.083
0.6930,0.0160,0.5644,0.9246,1.083
0.7040,0.0080,0.5484,0.9286,1.078
0.7170,0.0000,0.5484,0.9246,1.075
0.7230,-0.0160,0.5404,0.9086,1.057
0.7340,-0.0080,0.5324,0.9046,1.050
0.7430,-0.0040,0.5404,0.9126,1.061
0.7530,-0.0040,0.5364,0.9286,1.072
0.7660,0.0000,0.5364,0.9246,1.069
0.7730,0.0000,0.5324,0.9286,1.070
0.7830,0.0080,0.5364,0.9286,1.072
0.7930,0.0080,0.5364,0.9446,1.086
0.8050,0.0280,0.5204,0.9486,1.082
0.8160,0.0000,0.5364,0.9406,1.083
0.8230,-0.0120,0.5324,0.9246,1.067
0.8340,-0.0080,0.5444,0.9126,1.063
0.8430,0.0040,0.5484,0.9286,1.078
0.8540,0.0120,0.5524,0.9206,1.074
0.8660,0.0000,0.5644,0.9246,1.083
0.8730,0.0120,0.5524,0.9246,1.077
