time,gFx,gFy,gFz,TgF
0.0030,0.3733,-0.0364,0.9421,1.014
0.0040,0.3826,-0.0342,0.9370,1.013
0.0100,0.3762,-0.0313,0.9184,0.993
0.0210,0.3684,-0.0286,0.9201,0.992
0.0320,0.3706,-0.0266,0.9350,1.006
0.0410,0.3831,-0.0232,0.9397,1.015
0.0510,0.3899,-0.0151,0.9423,1.020
0.0610,0.3902,-0.0132,0.9416,1.019
0.0710,0.3906,-0.0134,0.9375,1.016
0.0910,0.3899,-0.0122,0.9465,1.024
0.0920,0.3994,-0.0103,0.9455,1.026
0.1040,0.4048,-0.0086,0.9304,1.015
0.1110,0.4046,-0.0007,0.9194,1.004
0.1210,0.4068,-0.0032,0.9113,0.998
0.1320,0.4036,-0.0083,0.9064,0.992
0.1410,0.3970,-0.0068,0.9177,1.000
0.1510,0.3963,-0.0134,0.9313,1.012
0.1620,0.3992,-0.0198,0.9277,1.010
0.1780,0.4036,-0.0125,0.9028,0.989
0.1870,0.4009,-0.0139,0.9128,0.997
0.1910,0.4019,-0.0142,0.9194,1.003
0.2080,0.3985,-0.0134,0.9477,1.028
0.2120,0.4080,-0.0149,0.9331,1.018
0.2220,0.4070,-0.0142,0.9350,1.020
0.2320,0.3936,-0.0122,0.9321,1.012
0.2430,0.3987,-0.0088,0.9277,1.010
0.2530,0.4065,-0.0129,0.9245,1.010
0.2750,0.3975,-0.0213,0.9372,1.018
0.2770,0.3884,-0.0215,0.9262,1.005
0.2830,0.3821,-0.0198,0.9128,0.990
0.2920,0.3843,-0.0188,0.8949,0.974
0.3030,0.3799,-0.0144,0.8930,0.971
0.3150,0.3814,-0.0171,0.9047,0.982
0.3220,0.3916,-0.0107,0.9118,0.992
0.3330,0.3936,-0.0176,0.9096,0.991
0.3440,0.3960,-0.0166,0.8962,0.980
0.3530,0.4002,-0.0142,0.8962,0.982
0.3760,0.4053,-0.0164,0.8888,0.977
0.3770,0.3899,-0.0210,0.8893,0.971
0.3840,0.3726,-0.0320,0.9084,0.982
0.3940,0.3765,-0.0274,0.9155,0.990
0.4040,0.3838,-0.0247,0.9189,0.996
0.4160,0.3850,-0.0215,0.9311,1.008
0.4240,0.3816,-0.0191,0.9477,1.022
0.4350,0.3831,-0.0139,0.9230,0.999
0.4450,0.3880,-0.0169,0.9111,0.990
0.4550,0.3909,-0.0237,0.9037,0.985
0.4750,0.3916,-0.0208,0.8945,0.977
0.4760,0.3933,-0.0208,0.8803,0.964
0.4860,0.3894,-0.0261,0.8644,0.948
0.4950,0.3909,-0.0305,0.8615,0.947
0.5090,0.3875,-0.0313,0.8888,0.970
0.5160,0.3862,-0.0320,0.9211,0.999
0.5260,0.3797,-0.0291,0.9414,1.015
0.5370,0.3816,-0.0242,0.9458,1.020
0.5490,0.3838,-0.0181,0.9370,1.013
0.5560,0.3843,-0.0169,0.9338,1.010
0.5660,0.3848,-0.0127,0.9245,1.001
0.5770,0.3833,-0.0188,0.9152,0.992
0.5930,0.3816,-0.0261,0.9074,0.985
0.5980,0.3775,-0.0198,0.8981,0.974
0.6060,0.3731,-0.0147,0.8847,0.960
0.6170,0.3713,-0.0142,0.8722,0.948
0.6270,0.3721,-0.0178,0.8688,0.945
